RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Kilometers,Total_Minutes,TotalWait_Minutes,TotalViolation_Minutes,RouteLayerItemID,RouteLayerItemURL,OriginOID,DestinationOID,From_TOWN_POINT,From_DATE_CREAT,From_DATE_RETIR,From_TOWN_PID,To_Title,To_Address
Route 352 - 352 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 17:35:11,1990-01-01 02:00:00,1990-01-01 07:35:11,313.64958891,504.77109356,335.17893451,,,,,352,1,TWP31067,2013-07-31 00:00:00,,TWN31067,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 353 - 353 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 19:24:10,1990-01-01 02:00:00,1990-01-01 09:24:10,427.30731786,687.68584353,444.15876323,,,,,353,1,TWP31068,2013-07-31 00:00:00,,TWN31068,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 354 - 354 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 15:59:54.000001,1990-01-01 02:00:00,1990-01-01 05:59:54,208.29935921,335.2259944,239.89464098,,,,,354,1,TWP31069,2013-07-31 00:00:00,,TWN31069,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 355 - 355 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 14:28:30,1990-01-01 02:00:00,1990-01-01 04:28:30,130.91352473,210.68531691,148.49717012,,,,,355,1,TWP31070,2013-07-31 00:00:00,,TWN31070,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 356 - 356 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 15:29:44.000001,1990-01-01 02:00:00,1990-01-01 05:29:44,180.93808224,291.19219941,209.72544191,,,,,356,1,TWP31071,2013-07-31 00:00:00,,TWN31071,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 357 - 357 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 05:45:48,1990-01-01 02:00:00,1990-01-01 19:45:48,1050.39835412,1690.45566972,1065.80282085,,,,,357,1,TWP31072,2013-07-31 00:00:00,,TWN31072,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 358 - 358 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 14:53:01,1990-01-01 02:00:00,1990-01-01 04:53:01,158.07716356,254.40104351,173.01665346,,,,,358,1,TWP31073,2013-07-31 00:00:00,,TWN31073,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 359 - 359 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 14:59:05,1990-01-01 02:00:00,1990-01-01 04:59:05,163.5471806,263.20420023,179.07521807,,,,,359,1,TWP31074,2013-07-31 00:00:00,,TWN31074,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 36 - 36 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 20:31:11,1990-01-01 02:00:00,1990-01-01 10:31:11.000001,489.12521388,787.17230256,511.17879124,,,,,36,1,TWP31189,2013-07-31 00:00:00,,TWN31189,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 360 - 360 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 09:02:21.000001,1990-01-01 02:00:00,1990-01-01 23:02:21,1240.68645751,1996.69529967,1262.35493958,,,,,360,1,TWP31075,2013-07-31 00:00:00,,TWN31075,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 361 - 361 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 09:48:29,1990-01-01 02:00:00,1990-01-01 23:48:29,1284.71432687,2067.55142876,1308.48895074,,,,,361,1,TWP31076,2013-07-31 00:00:00,,TWN31076,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 362 - 362 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 03:15:39,1990-01-01 02:00:00,1990-01-01 17:15:39,878.77204831,1414.24935181,915.6485822,,,,,362,1,TWP31077,2013-07-31 00:00:00,,TWN31077,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 363 - 363 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 03:19:31.000001,1990-01-01 02:00:00,1990-01-01 17:19:31,884.92881939,1424.15773423,919.51097919,,,,,363,1,TWP31078,2013-07-31 00:00:00,,TWN31078,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 364 - 364 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 03:32:01,1990-01-01 02:00:00,1990-01-01 17:32:01,896.07377013,1442.0938297,932.01134191,,,,,364,1,TWP31079,2013-07-31 00:00:00,,TWN31079,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 365 - 365 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 02:58:40,1990-01-01 02:00:00,1990-01-01 16:58:40,864.98727615,1392.06486707,898.67086731,,,,,365,1,TWP31080,2013-07-31 00:00:00,,TWN31080,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 366 - 366 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 03:52:35,1990-01-01 02:00:00,1990-01-01 17:52:35,913.11026279,1469.51146178,952.5803488,,,,,366,1,TWP31081,2013-07-31 00:00:00,,TWN31081,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 367 - 367 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 21:35:33,1990-01-01 02:00:00,1990-01-01 11:35:33.000001,549.91487123,885.00396853,575.54877421,,,,,367,1,TWP31082,2013-07-31 00:00:00,,TWN31082,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 368 - 368 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 21:10:49,1990-01-01 02:00:00,1990-01-01 11:10:49,538.08953495,865.97289648,550.81380296,,,,,368,1,TWP31083,2013-07-31 00:00:00,,TWN31083,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 369 - 369 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 23:00:16,1990-01-01 02:00:00,1990-01-01 13:00:16,622.12887279,1001.22137109,660.26194604,,,,,369,1,TWP31084,2013-07-31 00:00:00,,TWN31084,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 37 - 37 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 18:14:19.000001,1990-01-01 02:00:00,1990-01-01 08:14:19,344.14192402,553.84384825,374.31136147,,,,,37,1,TWP31190,2013-07-31 00:00:00,,TWN31190,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 370 - 370 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 20:49:02,1990-01-01 02:00:00,1990-01-01 10:49:02,511.92334678,823.86241433,529.02752099,,,,,370,1,TWP31085,2013-07-31 00:00:00,,TWN31085,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 371 - 371 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 01:33:44,1990-01-01 02:00:00,1990-01-01 15:33:44,744.39789875,1197.99468795,813.73392437,,,,,371,1,TWP31086,2013-07-31 00:00:00,,TWN31086,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 372 - 372 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 01:09:55,1990-01-01 02:00:00,1990-01-01 15:09:55,758.54359673,1220.76002766,789.91696072,,,,,372,1,TWP31087,2013-07-31 00:00:00,,TWN31087,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 373 - 373 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 02:00:58,1990-01-01 02:00:00,1990-01-01 16:00:58,809.85030171,1303.33033061,840.95901373,,,,,373,1,TWP31088,2013-07-31 00:00:00,,TWN31088,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 374 - 374 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 02:08:49,1990-01-01 02:00:00,1990-01-01 16:08:49,815.76388953,1312.84734672,848.81514388,,,,,374,1,TWP31089,2013-07-31 00:00:00,,TWN31089,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 375 - 375 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 02:08:01,1990-01-01 02:00:00,1990-01-01 16:08:01,816.11428987,1313.41126254,848.02112364,,,,,375,1,TWP31090,2013-07-31 00:00:00,,TWN31090,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 376 - 376 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 13:03:14,1990-01-01 02:00:00,1990-01-01 03:03:14,57.59662999,92.69297628,63.23931605,,,,,376,1,TWP31091,2013-07-31 00:00:00,,TWN31091,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 377 - 377 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 13:12:25,1990-01-01 02:00:00,1990-01-01 03:12:25,66.74695376,107.41902439,72.41884546,,,,,377,1,TWP31092,2013-07-31 00:00:00,,TWN31092,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 378 - 378 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 03:19:26,1990-01-01 02:00:00,1990-01-01 17:19:26,882.53770465,1420.30960036,919.42624325,,,,,378,1,TWP31093,2013-07-31 00:00:00,,TWN31093,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 379 - 379 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 04:06:35,1990-01-01 02:00:00,1990-01-01 18:06:35,926.83447246,1491.59848044,966.58179268,,,,,379,1,TWP31094,2013-07-31 00:00:00,,TWN31094,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 38 - 38 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 23:59:58,1990-01-01 02:00:00,1990-01-01 13:59:58,691.40181586,1112.70558935,719.97302643,,,,,38,1,TWP31191,2013-07-31 00:00:00,,TWN31191,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 380 - 380 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 03:18:27,1990-01-01 02:00:00,1990-01-01 17:18:27,880.87709216,1417.63709828,918.44954,,,,,380,1,TWP31095,2013-07-31 00:00:00,,TWN31095,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 381 - 381 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 04:36:18,1990-01-01 02:00:00,1990-01-01 18:36:18,950.13760547,1529.10131274,996.29788573,,,,,381,1,TWP31096,2013-07-31 00:00:00,,TWN31096,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 382 - 382 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 04:42:19,1990-01-01 02:00:00,1990-01-01 18:42:19,956.82937132,1539.87068749,1002.31289206,,,,,382,1,TWP31097,2013-07-31 00:00:00,,TWN31097,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 383 - 383 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 05:22:16,1990-01-01 02:00:00,1990-01-01 19:22:16.000001,993.26885821,1598.51447438,1042.25898492,,,,,383,1,TWP31098,2013-07-31 00:00:00,,TWN31098,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 384 - 384 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 04:28:51,1990-01-01 02:00:00,1990-01-01 18:28:51,944.90627644,1520.68228792,988.84668598,,,,,384,1,TWP31099,2013-07-31 00:00:00,,TWN31099,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 385 - 385 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 17:23:15,1990-01-01 02:00:00,1990-01-01 07:23:15.000001,297.39384228,478.60995293,323.2560696,,,,,385,1,TWP31100,2013-07-31 00:00:00,,TWN31100,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 386 - 386 - Gympie Hospital,1990-01-01 12:00:00,1990-01-02 05:33:06,1990-01-01 02:00:00,1990-01-01 19:33:06,990.4791996,1594.02494505,1053.096194,,,,,386,1,TWP31101,2013-07-31 00:00:00,,TWN31101,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 387 - 387 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 14:39:21,1990-01-01 02:00:00,1990-01-01 04:39:21,146.14397376,235.1963977,159.34689095,,,,,387,1,TWP31102,2013-07-31 00:00:00,,TWN31102,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 388 - 388 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 15:11:44,1990-01-01 02:00:00,1990-01-01 05:11:44,176.41490853,283.91284238,191.73485779,,,,,388,1,TWP31103,2013-07-31 00:00:00,,TWN31103,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 389 - 389 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 16:51:46,1990-01-01 02:00:00,1990-01-01 06:51:46,263.63384388,424.2783934,291.77351445,,,,,389,1,TWP31104,2013-07-31 00:00:00,,TWN31104,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 39 - 39 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 21:00:17,1990-01-01 02:00:00,1990-01-01 11:00:17,499.60718038,804.04142619,540.29153342,,,,,39,1,TWP31192,2013-07-31 00:00:00,,TWN31192,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 390 - 390 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 20:38:26,1990-01-01 02:00:00,1990-01-01 10:38:26,495.05313118,796.71237978,518.42517032,,,,,390,1,TWP31105,2013-07-31 00:00:00,,TWN31105,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 391 - 391 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 20:25:14,1990-01-01 02:00:00,1990-01-01 10:25:14,482.73440855,776.88727777,505.22711904,,,,,391,1,TWP31106,2013-07-31 00:00:00,,TWN31106,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 392 - 392 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 20:43:42,1990-01-01 02:00:00,1990-01-01 10:43:42,500.51190368,805.49744012,523.70798042,,,,,392,1,TWP31107,2013-07-31 00:00:00,,TWN31107,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 393 - 393 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 21:21:18,1990-01-01 02:00:00,1990-01-01 11:21:18,548.65812546,882.98142823,561.30567217,,,,,393,1,TWP31108,2013-07-31 00:00:00,,TWN31108,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 394 - 394 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 13:30:57,1990-01-01 02:00:00,1990-01-01 03:30:57,83.80311404,134.8683085,90.95069844,,,,,394,1,TWP31109,2013-07-31 00:00:00,,TWN31109,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
Route 395 - 395 - Gympie Hospital,1990-01-01 12:00:00,1990-01-01 13:29:12,1990-01-01 02:00:00,1990-01-01 03:29:12.000001,82.83553323,133.31113502,89.20369473,,,,,395,1,TWP31110,2013-07-31 00:00:00,,TWN31110,Gympie Hospital,"12 Henry St, Gympie, QLD, 4570, AUS"
