RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Kilometers,Total_Minutes,TotalWait_Minutes,TotalViolation_Minutes,RouteLayerItemID,RouteLayerItemURL,OriginOID,DestinationOID,From_TOWN_POINT,From_DATE_CREAT,From_DATE_RETIR,From_TOWN_PID,To_Title,To_Address
Route 438 - 438 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 18:41:05,1990-01-01 02:00:00,1990-01-01 08:41:05,375.56974374,604.42212252,401.08889941,,,,,438,1.0,TWP31153,2013-07-31 00:00:00,,TWN31153,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 44 - 44 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 17:47:43,1990-01-01 02:00:00,1990-01-01 07:47:43,321.16500319,516.86600462,347.71074755,,,,,44,1.0,TWP31197,2013-07-31 00:00:00,,TWN31197,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 45 - 45 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-02 03:35:14,1990-01-01 02:00:00,1990-01-01 17:35:14.000001,883.15898461,1421.30945555,935.23610434,,,,,45,1.0,TWP31198,2013-07-31 00:00:00,,TWN31198,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 46 - 46 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-02 09:52:18,1990-01-01 02:00:00,1990-01-01 23:52:18,1157.49029001,1862.80377889,1312.29457694,,,,,46,1.0,TWP31199,2013-07-31 00:00:00,,TWN31199,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 47 - 47 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 15:29:31,1990-01-01 02:00:00,1990-01-01 05:29:31,200.24007562,322.25580877,209.52367229,,,,,47,1.0,TWP31200,2013-07-31 00:00:00,,TWN31200,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 48 - 48 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 15:30:09,1990-01-01 02:00:00,1990-01-01 05:30:09,201.06782016,323.58793714,210.14628276,,,,,48,1.0,TWP31201,2013-07-31 00:00:00,,TWN31201,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 49 - 49 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 13:58:26,1990-01-01 02:00:00,1990-01-01 03:58:26,105.07768066,169.10647312,118.43831284,,,,,49,1.0,TWP31202,2013-07-31 00:00:00,,TWN31202,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 5 - 5 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 18:38:09,1990-01-01 02:00:00,1990-01-01 08:38:09,370.31715477,595.96888306,398.148638,,,,,5,1.0,TWP31158,2013-07-31 00:00:00,,TWN31158,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 50 - 50 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 12:50:49,1990-01-01 02:00:00,1990-01-01 02:50:49,47.00299644,75.64414159,50.82067835,,,,,50,1.0,TWP31203,2013-07-31 00:00:00,,TWN31203,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 51 - 51 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 12:33:18,1990-01-01 02:00:00,1990-01-01 02:33:18,24.08589358,38.76256584,33.30229221,,,,,51,1.0,TWP31204,2013-07-31 00:00:00,,TWN31204,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 52 - 52 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 13:31:28,1990-01-01 02:00:00,1990-01-01 03:31:28,82.39578835,132.60343281,91.46136089,,,,,52,1.0,TWP31205,2013-07-31 00:00:00,,TWN31205,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 53 - 53 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 15:49:21,1990-01-01 02:00:00,1990-01-01 05:49:21.000001,215.42396586,346.69196029,229.35311164,,,,,53,1.0,TWP31206,2013-07-31 00:00:00,,TWN31206,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 54 - 54 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 14:55:23,1990-01-01 02:00:00,1990-01-01 04:55:23,165.99693318,267.14670272,175.37987918,,,,,54,1.0,TWP31207,2013-07-31 00:00:00,,TWN31207,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 55 - 55 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 17:47:39.000001,1990-01-01 02:00:00,1990-01-01 07:47:39,334.55474936,538.41475538,347.64290159,,,,,55,1.0,TWP31208,2013-07-31 00:00:00,,TWN31208,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 56 - 56 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 18:34:41,1990-01-01 02:00:00,1990-01-01 08:34:41,386.02862988,621.25410183,394.67604223,,,,,56,1.0,TWP31209,2013-07-31 00:00:00,,TWN31209,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 57 - 57 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 21:12:58,1990-01-01 02:00:00,1990-01-01 11:12:58,508.1208703,817.74290938,552.95983623,,,,,57,1.0,TWP31210,2013-07-31 00:00:00,,TWN31210,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 58 - 58 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 20:41:20,1990-01-01 02:00:00,1990-01-01 10:41:20,494.21872725,795.36953413,521.33327754,,,,,58,1.0,TWP31211,2013-07-31 00:00:00,,TWN31211,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 59 - 59 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 22:53:14,1990-01-01 02:00:00,1990-01-01 12:53:14,624.0086736,1004.2466233,653.23796932,,,,,59,1.0,TWP31212,2013-07-31 00:00:00,,TWN31212,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 6 - 6 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 17:58:41,1990-01-01 02:00:00,1990-01-01 07:58:41,337.57413095,543.27398875,358.68136238,,,,,6,1.0,TWP31159,2013-07-31 00:00:00,,TWN31159,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 60 - 60 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 19:39:07.000001,1990-01-01 02:00:00,1990-01-01 09:39:07,438.99213309,706.49076841,459.12219924,,,,,60,1.0,TWP31213,2013-07-31 00:00:00,,TWN31213,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 61 - 61 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 19:26:09,1990-01-01 02:00:00,1990-01-01 09:26:09.000001,423.43900817,681.46039008,446.1557879,,,,,61,1.0,TWP31214,2013-07-31 00:00:00,,TWN31214,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
Route 62 - 62 - Rockhampton Hospital,1990-01-01 12:00:00,1990-01-01 19:52:56,1990-01-01 02:00:00,1990-01-01 09:52:56,443.68264392,714.03942897,472.92956936,,,,,62,1.0,TWP31215,2013-07-31 00:00:00,,TWN31215,Rockhampton Hospital,"2 Canning St, Rockhampton, QLD, 4700, AUS"
