RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Kilometers,Total_Minutes,TotalWait_Minutes,TotalViolation_Minutes,RouteLayerItemID,RouteLayerItemURL,OriginOID,DestinationOID,From_TOWN_POINT,From_DATE_CREAT,From_DATE_RETIR,From_TOWN_PID,To_Title,To_Address
Route 196 - 196 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 12:53:43.000001,1990-01-01 02:00:00,1990-01-01 02:53:43,41.11256908,66.16439871,53.71795766,,,,,196.0,1.0,TWP3267,2013-07-31 00:00:00,,TWN3267,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 197 - 197 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 02:59:50,1990-01-01 02:00:00,1990-01-01 16:59:50,858.77275651,1382.06354718,899.82662235,,,,,197.0,1.0,TWP3268,2013-07-31 00:00:00,,TWN3268,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 198 - 198 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 12:47:23,1990-01-01 02:00:00,1990-01-01 02:47:23,31.44406612,50.60442035,47.38760015,,,,,198.0,1.0,TWP3269,2013-07-31 00:00:00,,TWN3269,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 199 - 199 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 00:58:25,1990-01-01 02:00:00,1990-01-01 14:58:25,739.58270698,1190.24537247,778.42254569,,,,,199.0,1.0,TWP3270,2013-07-31 00:00:00,,TWN3270,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 2 - 2 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 05:46:12,1990-01-01 02:00:00,1990-01-01 19:46:12.000001,1016.8781922,1636.51009036,1066.20372026,,,,,2.0,1.0,TWP31155,2013-07-31 00:00:00,,TWN31155,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 20 - 20 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 07:32:10,1990-01-01 02:00:00,1990-01-01 21:32:10,1115.49190514,1795.21379502,1172.1689045,,,,,20.0,1.0,TWP31173,2013-07-31 00:00:00,,TWN31173,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 200 - 200 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 06:37:48,1990-01-01 02:00:00,1990-01-01 20:37:48,1072.03271398,1725.27286659,1117.79662367,,,,,200.0,1.0,TWP3271,2013-07-31 00:00:00,,TWN3271,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 201 - 201 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 02:38:30,1990-01-01 02:00:00,1990-01-01 16:38:30,837.01165155,1347.04237344,878.49639831,,,,,201.0,1.0,TWP3272,2013-07-31 00:00:00,,TWN3272,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 203 - 203 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 04:41:29,1990-01-01 02:00:00,1990-01-01 18:41:29,954.46905537,1536.07211959,1001.48437949,,,,,203.0,1.0,TWP3274,2013-07-31 00:00:00,,TWN3274,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 204 - 204 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 04:11:51,1990-01-01 02:00:00,1990-01-01 18:11:51.000001,922.65167388,1484.86690519,971.84831156,,,,,204.0,1.0,TWP3275,2013-07-31 00:00:00,,TWN3275,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 205 - 205 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 15:50:33,1990-01-01 02:00:00,1990-01-01 05:50:33,204.4698213,329.06293821,230.55482952,,,,,205.0,1.0,TWP3276,2013-07-31 00:00:00,,TWN3276,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 206 - 206 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 19:02:05,1990-01-01 02:00:00,1990-01-01 09:02:05.000001,389.9886411,627.62713487,422.08927344,,,,,206.0,1.0,TWP3277,2013-07-31 00:00:00,,TWN3277,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 207 - 207 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 13:16:40,1990-01-01 02:00:00,1990-01-01 03:16:40,60.8676307,97.95715217,76.6590249,,,,,207.0,1.0,TWP3278,2013-07-31 00:00:00,,TWN3278,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 208 - 208 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 06:29:09,1990-01-01 02:00:00,1990-01-01 20:29:09,1069.0926375,1720.54126269,1109.14873192,,,,,208.0,1.0,TWP3279,2013-07-31 00:00:00,,TWN3279,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 209 - 209 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 14:37:00,1990-01-01 02:00:00,1990-01-01 04:37:00,126.87266951,204.18217781,157.00555932,,,,,209.0,1.0,TWP3280,2013-07-31 00:00:00,,TWN3280,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 21 - 21 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 03:47:04,1990-01-01 02:00:00,1990-01-01 17:47:04.000001,900.09263876,1448.56158475,947.066373,,,,,21.0,1.0,TWP31174,2013-07-31 00:00:00,,TWN31174,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 210 - 210 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 07:40:43,1990-01-01 02:00:00,1990-01-01 21:40:43.000001,1119.84152897,1802.21385002,1180.7088174,,,,,210.0,1.0,TWP3282,2013-07-31 00:00:00,,TWN3282,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 211 - 211 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 13:22:27,1990-01-01 02:00:00,1990-01-01 03:22:27,53.44421939,86.01030583,82.45148094,,,,,211.0,1.0,TWP3283,2013-07-31 00:00:00,,TWN3283,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 212 - 212 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 14:56:15,1990-01-01 02:00:00,1990-01-01 04:56:15,151.56882244,243.92686284,176.25823601,,,,,212.0,1.0,TWP3284,2013-07-31 00:00:00,,TWN3284,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 213 - 213 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 23:14:57,1990-01-01 02:00:00,1990-01-01 13:14:57,647.62233447,1042.24920275,674.95336771,,,,,213.0,1.0,TWP3285,2013-07-31 00:00:00,,TWN3285,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 214 - 214 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 13:03:56.000001,1990-01-01 02:00:00,1990-01-01 03:03:56,48.57205694,78.16930475,63.93304102,,,,,214.0,1.0,TWP3286,2013-07-31 00:00:00,,TWN3286,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 215 - 215 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 03:42:14,1990-01-01 02:00:00,1990-01-01 17:42:14,898.47912496,1445.96488081,942.23550821,,,,,215.0,1.0,TWP3287,2013-07-31 00:00:00,,TWN3287,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 216 - 216 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 13:31:32,1990-01-01 02:00:00,1990-01-01 03:31:32,67.73931174,109.01607295,91.53662844,,,,,216.0,1.0,TWP3288,2013-07-31 00:00:00,,TWN3288,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 218 - 218 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 05:20:19,1990-01-01 02:00:00,1990-01-01 19:20:19,989.47805151,1592.41375016,1040.3101749,,,,,218.0,1.0,TWP3291,2013-07-31 00:00:00,,TWN3291,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 219 - 219 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 16:05:06.000001,1990-01-01 02:00:00,1990-01-01 06:05:06,214.83865235,345.74998763,245.09539725,,,,,219.0,1.0,TWP3292,2013-07-31 00:00:00,,TWN3292,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 22 - 22 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-02 03:04:46,1990-01-01 02:00:00,1990-01-01 17:04:46,862.41782242,1387.92972386,904.76071724,,,,,22.0,1.0,TWP31175,2013-07-31 00:00:00,,TWN31175,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
Route 220 - 220 - Cairns Hospital ,1990-01-01 12:00:00,1990-01-01 22:29:24,1990-01-01 02:00:00,1990-01-01 12:29:24,593.31391695,954.84810205,629.39413779,,,,,220.0,1.0,TWP3704,2013-07-31 00:00:00,,TWN3704,Cairns Hospital ,"165 The Esplanade, Cairns, QLD, 4870, AUS"
