RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Kilometers,Total_Minutes,TotalWait_Minutes,TotalViolation_Minutes,RouteLayerItemID,RouteLayerItemURL,OriginOID,DestinationOID,From_ID,From_Location,From_x,From_y,To_Name,To_Address
Route 13 - 13 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:24:47,1990-01-01 02:00:00,1990-01-01 06:24:47,249.47058362,401.48478989,264.9296294,,,,,13,1,1346,Meringandan,151.9132,-27.42327,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 213 - 213 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 15:50:20,1990-01-01 02:00:00,1990-01-01 05:50:20,210.13974222,338.18780968,230.68565338,,,,,213,1,1327,Woorim,153.2035,-27.07303,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 92 - 92 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 17:15:07,1990-01-01 02:00:00,1990-01-01 07:15:07,289.33610101,465.64224942,315.1370493,,,,,92,1,1425,Springbrook,153.2644,-28.18766,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 74 - 74 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:40:33.000001,1990-01-01 02:00:00,1990-01-01 06:40:33,265.07547388,426.59847663,280.792819,,,,,74,1,1407,Maudsland,153.2774,-27.93276,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 23 - 23 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:37:07,1990-01-01 02:00:00,1990-01-01 06:37:07,256.90338693,413.44675123,277.10111115,,,,,23,1,1356,Lockrose,152.4579,-27.49448,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 58 - 58 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 17:06:41.000001,1990-01-01 02:00:00,1990-01-01 07:06:41,279.93796402,450.5173838,306.84230485,,,,,58,1,1391,Pittsworth,151.6329,-27.71797,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 225 - 225 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 22:11:28,1990-01-01 02:00:00,1990-01-01 12:11:28,589.25359393,948.31363249,612.57602953,,,,,225,1,1117,Ayr,147.4056,-19.57545,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 194 - 194 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 15:06:47,1990-01-01 02:00:00,1990-01-01 05:06:47,174.06694948,280.13416102,187.00225577,,,,,194,1,1308,Glenview,153.0204,-26.76952,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 14 - 14 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 17:30:55,1990-01-01 02:00:00,1990-01-01 07:30:55.000001,260.07376365,418.54898818,330.25827158,,,,,14,1,1347,Point Lookout,153.5377,-27.43022,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
Route 36 - 36 - Bundaberg Hospital,1990-01-01 12:00:00,1990-01-01 16:40:27,1990-01-01 02:00:00,1990-01-01 06:40:27.000001,260.21028241,418.76869427,280.46885628,,,,,36,1,1369,Gatton,152.2751,-27.56033,Bundaberg Hospital,"271 Bourbong St, Bundaberg Central, QLD, 4670, AUS"
