RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Kilometers,Total_Minutes,TotalWait_Minutes,TotalViolation_Minutes,RouteLayerItemID,RouteLayerItemURL,OriginOID,DestinationOID,From_ID,From_Location,From_x,From_y,To_Name,To_Address
Route 87 - 87 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 18:59:47,1990-01-01 02:00:00,1990-01-01 08:59:47,390.02167387,627.68029607,420.53675069,,,,,87,1,1420,St George,148.5812,-28.03888,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 65 - 65 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 15:49:07,1990-01-01 02:00:00,1990-01-01 05:49:07,209.50173359,337.16103226,229.45279263,,,,,65,1,1398,Jimboomba - West,152.9618,-27.81259,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 66 - 66 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 15:47:16,1990-01-01 02:00:00,1990-01-01 05:47:16,207.64945473,334.18007243,227.56365374,,,,,66,1,1399,Jimboomba,153.0307,-27.83265,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 171 - 171 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 13:52:10,1990-01-01 02:00:00,1990-01-01 03:52:10,94.4325822,151.97481352,112.33555254,,,,,171,1,1285,Imbil,152.677,-26.46119,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 147 - 147 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 13:31:29,1990-01-01 02:00:00,1990-01-01 03:31:29.000001,79.33776805,127.68201635,91.58832664,,,,,147,1,1261,Kilkivan,152.2399,-26.08621,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 134 - 134 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 13:58:14,1990-01-01 02:00:00,1990-01-01 03:58:14,106.1715722,170.86692442,118.32254645,,,,,134,1,1248,Gayndah,151.6074,-25.62451,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 67 - 67 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 15:53:39,1990-01-01 02:00:00,1990-01-01 05:53:39,212.5997804,342.14686527,233.95777483,,,,,67,1,1400,Mundoolun,153.0767,-27.86482,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 68 - 68 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 15:51:43,1990-01-01 02:00:00,1990-01-01 05:51:43,211.50332612,340.38228964,231.99299903,,,,,68,1,1401,Cedar Grove,152.9843,-27.86655,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 70 - 70 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 15:51:56,1990-01-01 02:00:00,1990-01-01 05:51:56,211.6440982,340.6088408,232.22242321,,,,,70,1,1403,Cedar Vale,153.002,-27.87876,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 71 - 71 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 15:55:42,1990-01-01 02:00:00,1990-01-01 05:55:42,214.36298992,344.98448162,236.00762703,,,,,71,1,1404,Tamborine,153.1285,-27.88138,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 185 - 185 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 14:28:49,1990-01-01 02:00:00,1990-01-01 04:28:49,125.90018312,202.61710954,148.90449163,,,,,185,1,1299,Flaxton,152.8647,-26.65557,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 72 - 72 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:04:44,1990-01-01 02:00:00,1990-01-01 06:04:44,217.41303884,349.89306936,244.95222394,,,,,72,1,1405,Eagle Heights,153.2054,-27.92251,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 97 - 97 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 18:08:32.000001,1990-01-01 02:00:00,1990-01-01 08:08:32,332.4514776,535.02986082,369.08623361,,,,,97,1,1430,Goondiwindi,150.3062,-28.54799,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 73 - 73 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:41:59,1990-01-01 02:00:00,1990-01-01 06:41:59,245.9411482,395.80470283,282.49967374,,,,,73,1,1406,Clifton,151.9083,-27.92996,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 75 - 75 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:11:28,1990-01-01 02:00:00,1990-01-01 06:11:28,224.95060197,362.02362562,251.64595185,,,,,75,1,1408,Kalbar,152.6229,-27.94196,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 77 - 77 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:01:45,1990-01-01 02:00:00,1990-01-01 06:01:45,220.54457545,354.9327991,242.03906517,,,,,77,1,1410,Boyland,153.1642,-27.94939,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 79 - 79 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:01:40,1990-01-01 02:00:00,1990-01-01 06:01:40,221.16673783,355.9340744,241.92979299,,,,,79,1,1412,Mount Nathan,153.2639,-27.97678,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 82 - 82 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:04:45,1990-01-01 02:00:00,1990-01-01 06:04:45,224.77201814,361.73622224,245.02075969,,,,,82,1,1415,Gold Coast,153.4277,-27.99114,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 84 - 84 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:14:21,1990-01-01 02:00:00,1990-01-01 06:14:21,227.89698005,366.76537099,254.50256246,,,,,84,1,1417,Boonah,152.6824,-27.9978,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
Route 88 - 88 - Hervey Bay Hospital,1990-01-01 12:00:00,1990-01-01 16:09:24.000001,1990-01-01 02:00:00,1990-01-01 06:09:24,228.07455076,367.05114392,249.62579462,,,,,88,1,1421,Lower Beechmont,153.2516,-28.04105,Hervey Bay Hospital,"Cnr Nissen Street & Urraween Rd, Pialba, QLD, 4655, AUS"
