"SA2_CODE21","value","min","max"
"301011001",31.8736867435276,29.5000943101737,36.0372490230843
"301011002",22.5053322770664,19.2401599919821,29.2768623548329
"301011003",33.3059021868328,28.6358031958945,36.2714227225792
"301011004",27.5111164800265,25.0599893189781,30.6753845110787
"301011005",32.0396040301764,29.9383979887998,33.0126294476628
"301011006",37.2513552526653,34.8462971547632,41.5604540052366
"301021007",38.9068742481454,34.4568094202137,46.0606420568107
"301021008",39.3928011333262,36.850200710805,41.4154029797011
"301021009",38.9387965465028,29.0763025634128,42.0776786756559
"301021011",26.4455452423846,22.1722118146797,31.0048482828239
"301021012",35.4071903163018,29.0823524133885,39.4399655665709
"301021013",39.5040291331079,31.858565897168,43.4085670055791
"301021550",83.8723949745785,55.3505438735049,100.565249667079
"301021551",60.2090871826697,41.7513324469846,68.5442374683989
"301031014",35.5693034239604,24.263395828827,53.9233645554053
"301031015",30.8283091237593,29.1031398326968,32.1443824295764
"301031016",27.4708515947017,24.439283290438,29.3745495724501
"301031017",17.3063046476162,16.3373953484365,23.506699849932
"301031018",21.3606771688944,18.1894444307756,25.3267799532763
"301031019",24.2520214245725,22.5754742854959,26.8005495504333
"301031020",29.2709784048731,27.2065266598316,31.2815441812224
"301031021",25.6283428160485,21.4043328032516,27.9408003453213
"302011022",25.6420167787118,23.1962865489684,29.5078811235626
"302011023",20.1759169979239,18.8604760269785,23.4341226197367
"302011024",21.7178971746555,20.3739768569385,22.8161817440351
"302011025",15.7836269070534,14.603694049648,17.6444051291252
"302011026",17.7299243831052,16.278108654372,19.1364754828816
"302021027",19.45135679009,18.2021493438559,20.8431340026549
"302021028",17.2739303100742,16.4702697798012,18.1796283467343
"302021029",17.1369620815256,16.343453913991,18.2384806867638
"302021030",19.5568669765644,18.5970254854725,21.0665459947148
"302021031",14.2295107033901,12.2675130406986,16.0585964217804
"302021032",14.0707076132396,12.9384285721715,15.0549930217211
"302021033",15.6201932213112,14.6577495508297,16.3826860169962
"302021034",17.5125278449968,15.7423738166378,18.8516646250008
"302031035",23.6635420539363,22.0581684774764,26.7256055611466
"302031036",25.5714826383931,16.8041819255126,33.3614667366843
