"SA1_CODE16","seifa_decile","seifa_percentile","seifa_quintile","ra","ra_name"
30101100221,10,93,5,0,"Major Cities of Australia"
30101100301,10,97,5,0,"Major Cities of Australia"
30101100302,6,57,3,0,"Major Cities of Australia"
30101100303,4,33,2,0,"Major Cities of Australia"
30101100304,8,72,4,0,"Major Cities of Australia"
30101100305,8,72,4,0,"Major Cities of Australia"
30101100306,9,85,5,0,"Major Cities of Australia"
30101100307,9,82,5,0,"Major Cities of Australia"
30101100308,7,67,4,0,"Major Cities of Australia"
30101100309,10,92,5,0,"Major Cities of Australia"
30101100310,10,93,5,0,"Major Cities of Australia"
30101100311,7,67,4,0,"Major Cities of Australia"
30101100312,6,59,3,0,"Major Cities of Australia"
30101100313,5,45,3,0,"Major Cities of Australia"
30101100314,6,53,3,0,"Major Cities of Australia"
30101100315,5,50,3,0,"Major Cities of Australia"
30101100316,8,77,4,0,"Major Cities of Australia"
30101100317,8,71,4,0,"Major Cities of Australia"
30101100318,6,54,3,0,"Major Cities of Australia"
30101100319,4,33,2,0,"Major Cities of Australia"
30101100320,6,52,3,0,"Major Cities of Australia"
30101100321,8,74,4,0,"Major Cities of Australia"
30101100322,8,71,4,0,"Major Cities of Australia"
30101100323,9,83,5,0,"Major Cities of Australia"
30101100324,9,88,5,0,"Major Cities of Australia"
30101100325,7,64,4,0,"Major Cities of Australia"
30101100326,NA,NA,NA,0,"Major Cities of Australia"
30101100327,NA,NA,NA,0,"Major Cities of Australia"
30101100328,3,21,2,0,"Major Cities of Australia"
30101100329,6,53,3,0,"Major Cities of Australia"
30101100330,6,51,3,0,"Major Cities of Australia"
30101100331,8,73,4,0,"Major Cities of Australia"
30101100332,5,41,3,0,"Major Cities of Australia"
30101100333,7,62,4,0,"Major Cities of Australia"
30101100334,3,28,2,0,"Major Cities of Australia"
30101100335,9,88,5,0,"Major Cities of Australia"
30101100336,9,86,5,0,"Major Cities of Australia"
30101100401,6,52,3,0,"Major Cities of Australia"
30101100402,7,63,4,0,"Major Cities of Australia"
30101100403,2,18,1,0,"Major Cities of Australia"
30101100404,3,27,2,0,"Major Cities of Australia"
30101100405,5,50,3,0,"Major Cities of Australia"
30101100406,3,21,2,0,"Major Cities of Australia"
30101100407,2,13,1,0,"Major Cities of Australia"
30101100408,2,16,1,0,"Major Cities of Australia"
30101100409,5,45,3,0,"Major Cities of Australia"
30101100410,5,45,3,0,"Major Cities of Australia"
30101100411,4,34,2,0,"Major Cities of Australia"
30101100412,6,56,3,0,"Major Cities of Australia"
30101100413,8,71,4,0,"Major Cities of Australia"
30101100414,5,48,3,0,"Major Cities of Australia"
30101100415,8,75,4,0,"Major Cities of Australia"
30101100416,6,57,3,0,"Major Cities of Australia"
30101100417,9,81,5,0,"Major Cities of Australia"
30101100418,7,70,4,0,"Major Cities of Australia"
30101100419,4,40,2,0,"Major Cities of Australia"
30101100420,4,39,2,0,"Major Cities of Australia"
30101100421,5,43,3,0,"Major Cities of Australia"
30101100422,7,69,4,0,"Major Cities of Australia"
30101100423,4,39,2,0,"Major Cities of Australia"
30101100424,6,53,3,0,"Major Cities of Australia"
30101100425,9,89,5,0,"Major Cities of Australia"
30101100426,7,66,4,0,"Major Cities of Australia"
30101100427,8,79,4,0,"Major Cities of Australia"
30101100428,7,70,4,0,"Major Cities of Australia"
30101100429,3,28,2,0,"Major Cities of Australia"
30101100430,9,85,5,0,"Major Cities of Australia"
30101100431,10,93,5,0,"Major Cities of Australia"
30101100432,7,64,4,0,"Major Cities of Australia"
30101100433,8,73,4,0,"Major Cities of Australia"
30101100434,6,51,3,0,"Major Cities of Australia"
30101100435,5,48,3,0,"Major Cities of Australia"
30101100436,3,27,2,0,"Major Cities of Australia"
30101100437,NA,NA,NA,0,"Major Cities of Australia"
30101100438,1,10,1,0,"Major Cities of Australia"
30101100439,7,70,4,0,"Major Cities of Australia"
30101100440,6,51,3,0,"Major Cities of Australia"
30101100441,3,21,2,0,"Major Cities of Australia"
30101100442,2,18,1,0,"Major Cities of Australia"
30101100443,5,42,3,0,"Major Cities of Australia"
30101100444,5,45,3,0,"Major Cities of Australia"
30101100501,9,88,5,0,"Major Cities of Australia"
30101100502,6,58,3,0,"Major Cities of Australia"
30101100503,9,81,5,0,"Major Cities of Australia"
30101100504,8,74,4,0,"Major Cities of Australia"
30101100505,5,42,3,0,"Major Cities of Australia"
30101100506,2,18,1,0,"Major Cities of Australia"
30101100507,3,30,2,0,"Major Cities of Australia"
30101100508,2,13,1,0,"Major Cities of Australia"
30101100509,4,34,2,0,"Major Cities of Australia"
30101100510,3,29,2,0,"Major Cities of Australia"
30101100601,10,99,5,0,"Major Cities of Australia"
30101100602,8,75,4,0,"Major Cities of Australia"
30101100603,6,59,3,0,"Major Cities of Australia"
30101100604,9,83,5,0,"Major Cities of Australia"
30101100605,6,58,3,0,"Major Cities of Australia"
30101100606,5,49,3,0,"Major Cities of Australia"
30101100607,5,44,3,0,"Major Cities of Australia"
30101100609,10,95,5,0,"Major Cities of Australia"
30101100610,7,66,4,0,"Major Cities of Australia"
30101100611,7,67,4,0,"Major Cities of Australia"
30101100612,7,67,4,0,"Major Cities of Australia"
30101100613,9,83,5,0,"Major Cities of Australia"
30101100614,9,84,5,0,"Major Cities of Australia"
30101100615,6,57,3,0,"Major Cities of Australia"
30101100616,7,61,4,0,"Major Cities of Australia"
30101100617,8,80,4,0,"Major Cities of Australia"
30101100618,10,93,5,0,"Major Cities of Australia"
30101100619,9,83,5,0,"Major Cities of Australia"
30101100620,9,85,5,0,"Major Cities of Australia"
30101100621,9,87,5,0,"Major Cities of Australia"
30101100622,10,98,5,0,"Major Cities of Australia"
30101100623,8,77,4,0,"Major Cities of Australia"
30101100625,8,75,4,0,"Major Cities of Australia"
30101100626,NA,NA,NA,0,"Major Cities of Australia"
30102100701,5,46,3,0,"Major Cities of Australia"
30102100702,9,86,5,0,"Major Cities of Australia"
30102100703,8,78,4,0,"Major Cities of Australia"
30102100704,6,59,3,0,"Major Cities of Australia"
30102100705,6,52,3,0,"Major Cities of Australia"
30102100706,8,71,4,0,"Major Cities of Australia"
30102100707,4,34,2,0,"Major Cities of Australia"
30102100708,7,61,4,0,"Major Cities of Australia"
30102100709,7,65,4,0,"Major Cities of Australia"
30102100710,9,86,5,0,"Major Cities of Australia"
30102100711,6,60,3,0,"Major Cities of Australia"
30102100712,7,63,4,0,"Major Cities of Australia"
30102100713,7,65,4,0,"Major Cities of Australia"
30102100714,6,51,3,0,"Major Cities of Australia"
30102100715,3,24,2,0,"Major Cities of Australia"
30102100717,8,72,4,0,"Major Cities of Australia"
30102100718,6,58,3,0,"Major Cities of Australia"
30102100719,7,69,4,0,"Major Cities of Australia"
30102100720,4,35,2,0,"Major Cities of Australia"
30102100721,6,52,3,0,"Major Cities of Australia"
30102100722,8,80,4,0,"Major Cities of Australia"
30102100723,10,97,5,0,"Major Cities of Australia"
30102100724,10,96,5,0,"Major Cities of Australia"
30102100725,3,22,2,0,"Major Cities of Australia"
30102100726,2,11,1,0,"Major Cities of Australia"
30102100727,2,15,1,0,"Major Cities of Australia"
30102100728,NA,NA,NA,0,"Major Cities of Australia"
30102100729,NA,NA,NA,0,"Major Cities of Australia"
30102100730,2,11,1,0,"Major Cities of Australia"
30102100731,4,33,2,0,"Major Cities of Australia"
30102100732,10,95,5,0,"Major Cities of Australia"
30102100733,10,97,5,0,"Major Cities of Australia"
30102100734,9,90,5,0,"Major Cities of Australia"
30102100735,10,97,5,0,"Major Cities of Australia"
30102100736,10,98,5,0,"Major Cities of Australia"
30102100737,9,90,5,0,"Major Cities of Australia"
30102100738,3,25,2,0,"Major Cities of Australia"
30102100801,8,80,4,0,"Major Cities of Australia"
30102100803,10,96,5,0,"Major Cities of Australia"
30102100804,8,77,4,0,"Major Cities of Australia"
30102100805,9,86,5,0,"Major Cities of Australia"
30102100806,10,93,5,0,"Major Cities of Australia"
30102100808,4,31,2,0,"Major Cities of Australia"
30102100809,10,95,5,0,"Major Cities of Australia"
30102100811,9,88,5,0,"Major Cities of Australia"
30102100812,8,80,4,0,"Major Cities of Australia"
30102100813,NA,NA,NA,0,"Major Cities of Australia"
30102100814,10,96,5,0,"Major Cities of Australia"
30102100815,5,49,3,0,"Major Cities of Australia"
30102100901,6,56,3,0,"Major Cities of Australia"
30102100902,7,65,4,0,"Major Cities of Australia"
30102100903,4,31,2,0,"Major Cities of Australia"
30102100904,3,26,2,0,"Major Cities of Australia"
30102100905,6,57,3,0,"Major Cities of Australia"
30102100906,3,25,2,0,"Major Cities of Australia"
30102100907,6,60,3,0,"Major Cities of Australia"
30102100908,6,57,3,0,"Major Cities of Australia"
30102100909,7,63,4,0,"Major Cities of Australia"
30102100910,5,49,3,1,"Inner Regional Australia"
30102100911,9,83,5,0,"Major Cities of Australia"
30102100912,7,62,4,0,"Major Cities of Australia"
30102100913,9,86,5,0,"Major Cities of Australia"
30102100914,9,83,5,0,"Major Cities of Australia"
30102100915,10,95,5,0,"Major Cities of Australia"
30102100916,9,89,5,0,"Major Cities of Australia"
30102100917,6,60,3,0,"Major Cities of Australia"
30102100920,9,87,5,0,"Major Cities of Australia"
30102100921,NA,NA,NA,0,"Major Cities of Australia"
30102100922,5,43,3,0,"Major Cities of Australia"
30102100923,8,77,4,0,"Major Cities of Australia"
30102100924,9,87,5,0,"Major Cities of Australia"
30102100925,8,75,4,0,"Major Cities of Australia"
30102100926,8,73,4,0,"Major Cities of Australia"
30102100927,3,28,2,0,"Major Cities of Australia"
30102100928,6,53,3,0,"Major Cities of Australia"
30102100929,5,41,3,0,"Major Cities of Australia"
30102100930,3,21,2,0,"Major Cities of Australia"
30102100931,NA,NA,NA,0,"Major Cities of Australia"
30102100932,8,74,4,0,"Major Cities of Australia"
30102100933,10,92,5,0,"Major Cities of Australia"
30102100934,9,84,5,0,"Major Cities of Australia"
30102100935,8,71,4,0,"Major Cities of Australia"
30102101101,10,93,5,0,"Major Cities of Australia"
30102101102,6,53,3,0,"Major Cities of Australia"
30102101103,7,69,4,0,"Major Cities of Australia"
30102101105,8,79,4,0,"Major Cities of Australia"
30102101106,9,82,5,0,"Major Cities of Australia"
30102101107,10,93,5,0,"Major Cities of Australia"
30102101108,9,82,5,0,"Major Cities of Australia"
30102101109,9,81,5,0,"Major Cities of Australia"
30102101110,10,98,5,0,"Major Cities of Australia"
30102101112,8,76,4,0,"Major Cities of Australia"
30102101114,8,76,4,0,"Major Cities of Australia"
30102101115,10,99,5,0,"Major Cities of Australia"
30102101116,6,58,3,0,"Major Cities of Australia"
30102101117,9,87,5,0,"Major Cities of Australia"
30102101118,7,68,4,0,"Major Cities of Australia"
30102101119,9,86,5,0,"Major Cities of Australia"
30102101120,10,92,5,0,"Major Cities of Australia"
30102101121,10,97,5,0,"Major Cities of Australia"
30102101202,7,68,4,0,"Major Cities of Australia"
30102101203,10,94,5,0,"Major Cities of Australia"
30102101204,9,90,5,0,"Major Cities of Australia"
30102101206,10,93,5,0,"Major Cities of Australia"
30102101208,10,99,5,0,"Major Cities of Australia"
30102101209,9,88,5,0,"Major Cities of Australia"
30102101210,6,53,3,0,"Major Cities of Australia"
30102101211,9,89,5,0,"Major Cities of Australia"
30102101212,9,85,5,0,"Major Cities of Australia"
30102101213,9,84,5,0,"Major Cities of Australia"
30102101214,8,76,4,0,"Major Cities of Australia"
30102101215,6,60,3,0,"Major Cities of Australia"
30102101216,8,74,4,0,"Major Cities of Australia"
30102101217,10,92,5,0,"Major Cities of Australia"
30102101218,5,45,3,0,"Major Cities of Australia"
30102101219,7,70,4,0,"Major Cities of Australia"
30102101220,5,44,3,0,"Major Cities of Australia"
30102101221,7,69,4,0,"Major Cities of Australia"
30102101222,10,99,5,0,"Major Cities of Australia"
30102101223,9,90,5,0,"Major Cities of Australia"
30102101224,1,8,1,0,"Major Cities of Australia"
30102101225,6,60,3,0,"Major Cities of Australia"
30102101227,5,43,3,0,"Major Cities of Australia"
30102101228,5,45,3,0,"Major Cities of Australia"
30102101229,7,69,4,0,"Major Cities of Australia"
30102101230,10,97,5,0,"Major Cities of Australia"
30102101231,9,87,5,0,"Major Cities of Australia"
30102101232,9,85,5,0,"Major Cities of Australia"
30102101233,10,91,5,0,"Major Cities of Australia"
30102101234,9,84,5,0,"Major Cities of Australia"
30102101235,10,92,5,0,"Major Cities of Australia"
30102101236,9,90,5,0,"Major Cities of Australia"
30102101237,10,93,5,0,"Major Cities of Australia"
30102101238,6,58,3,0,"Major Cities of Australia"
30102101301,4,33,2,0,"Major Cities of Australia"
30102101302,3,25,2,0,"Major Cities of Australia"
30102101303,9,83,5,0,"Major Cities of Australia"
30102101304,7,68,4,0,"Major Cities of Australia"
30102101305,5,44,3,0,"Major Cities of Australia"
30102101306,9,81,5,0,"Major Cities of Australia"
30102101307,7,65,4,0,"Major Cities of Australia"
30102101308,4,40,2,0,"Major Cities of Australia"
30102101309,5,42,3,0,"Major Cities of Australia"
30102101310,9,85,5,0,"Major Cities of Australia"
30102101311,8,78,4,0,"Major Cities of Australia"
30102101312,8,71,4,0,"Major Cities of Australia"
30102101313,5,46,3,0,"Major Cities of Australia"
30102101314,4,35,2,0,"Major Cities of Australia"
30102101315,5,44,3,0,"Major Cities of Australia"
30102101316,4,37,2,0,"Major Cities of Australia"
30102101318,7,69,4,0,"Major Cities of Australia"
30102101319,8,80,4,0,"Major Cities of Australia"
30102101320,8,73,4,0,"Major Cities of Australia"
30102101321,9,84,5,0,"Major Cities of Australia"
30102101322,6,52,3,0,"Major Cities of Australia"
30102101323,NA,NA,NA,0,"Major Cities of Australia"
30102101324,6,58,3,0,"Major Cities of Australia"
30102101325,5,46,3,0,"Major Cities of Australia"
30102101326,5,48,3,0,"Major Cities of Australia"
30102101327,4,34,2,0,"Major Cities of Australia"
30102101329,6,56,3,0,"Major Cities of Australia"
30102101330,5,47,3,0,"Major Cities of Australia"
30102101331,5,47,3,0,"Major Cities of Australia"
30102101332,4,32,2,0,"Major Cities of Australia"
30102101333,5,47,3,0,"Major Cities of Australia"
30102101334,6,55,3,0,"Major Cities of Australia"
30102101335,8,71,4,0,"Major Cities of Australia"
30102101336,3,21,2,0,"Major Cities of Australia"
30102101337,5,47,3,0,"Major Cities of Australia"
30102101338,5,48,3,0,"Major Cities of Australia"
30102101339,4,34,2,0,"Major Cities of Australia"
30102152701,1,10,1,1,"Inner Regional Australia"
30102152702,1,2,1,2,"Outer Regional Australia"
30102152703,1,7,1,2,"Outer Regional Australia"
30102152704,1,2,1,2,"Outer Regional Australia"
30102152705,5,45,3,3,"Remote Australia"
30102152706,2,14,1,1,"Inner Regional Australia"
30102152707,1,6,1,1,"Inner Regional Australia"
30102152708,6,55,3,3,"Remote Australia"
30102152709,1,1,1,2,"Outer Regional Australia"
30102152710,2,13,1,2,"Outer Regional Australia"
30102152711,2,15,1,3,"Remote Australia"
30102152712,3,28,2,2,"Outer Regional Australia"
30102152713,2,19,1,3,"Remote Australia"
30102152714,3,27,2,1,"Inner Regional Australia"
30102152715,1,4,1,1,"Inner Regional Australia"
30102152716,3,27,2,3,"Remote Australia"
30102152717,1,4,1,2,"Outer Regional Australia"
30102152718,1,4,1,2,"Outer Regional Australia"
30102152719,2,17,1,1,"Inner Regional Australia"
30102152720,1,5,1,1,"Inner Regional Australia"
30102152721,3,24,2,3,"Remote Australia"
30102152722,1,8,1,3,"Remote Australia"
30102152723,NA,NA,NA,1,"Inner Regional Australia"
30102152724,1,1,1,1,"Inner Regional Australia"
30103101401,NA,NA,NA,0,"Major Cities of Australia"
30103101402,NA,NA,NA,2,"Outer Regional Australia"
30103101501,5,41,3,0,"Major Cities of Australia"
30103101502,6,56,3,0,"Major Cities of Australia"
30103101503,7,70,4,0,"Major Cities of Australia"
30103101504,6,52,3,0,"Major Cities of Australia"
30103101505,10,95,5,0,"Major Cities of Australia"
30103101506,9,87,5,0,"Major Cities of Australia"
30103101507,1,10,1,0,"Major Cities of Australia"
30103101508,9,87,5,0,"Major Cities of Australia"
30103101509,10,92,5,0,"Major Cities of Australia"
30103101510,10,96,5,0,"Major Cities of Australia"
30103101511,5,44,3,0,"Major Cities of Australia"
30103101512,8,74,4,0,"Major Cities of Australia"
30103101513,10,94,5,0,"Major Cities of Australia"
30103101514,7,68,4,0,"Major Cities of Australia"
30103101515,8,73,4,0,"Major Cities of Australia"
30103101516,7,63,4,0,"Major Cities of Australia"
30103101517,8,74,4,0,"Major Cities of Australia"
30103101518,8,74,4,0,"Major Cities of Australia"
30103101519,8,75,4,0,"Major Cities of Australia"
30103101601,10,92,5,0,"Major Cities of Australia"
30103101602,10,96,5,0,"Major Cities of Australia"
30103101603,5,49,3,0,"Major Cities of Australia"
30103101604,9,86,5,0,"Major Cities of Australia"
30103101605,9,85,5,0,"Major Cities of Australia"
30103101606,9,90,5,0,"Major Cities of Australia"
30103101607,8,78,4,0,"Major Cities of Australia"
30103101608,8,73,4,0,"Major Cities of Australia"
30103101609,6,53,3,0,"Major Cities of Australia"
30103101610,7,67,4,0,"Major Cities of Australia"
30103101611,9,83,5,0,"Major Cities of Australia"
30103101612,6,51,3,0,"Major Cities of Australia"
30103101613,7,68,4,0,"Major Cities of Australia"
30103101614,4,35,2,0,"Major Cities of Australia"
30103101615,6,53,3,0,"Major Cities of Australia"
30103101616,4,35,2,0,"Major Cities of Australia"
30103101617,7,67,4,0,"Major Cities of Australia"
30103101618,7,69,4,0,"Major Cities of Australia"
30103101619,6,57,3,0,"Major Cities of Australia"
30103101620,7,66,4,0,"Major Cities of Australia"
30103101621,4,36,2,0,"Major Cities of Australia"
30103101622,8,73,4,0,"Major Cities of Australia"
30103101623,7,67,4,0,"Major Cities of Australia"
30103101624,6,55,3,0,"Major Cities of Australia"
30103101701,NA,NA,NA,0,"Major Cities of Australia"
30103101702,10,99,5,0,"Major Cities of Australia"
30103101703,10,99,5,0,"Major Cities of Australia"
30103101704,10,95,5,0,"Major Cities of Australia"
30103101705,10,95,5,0,"Major Cities of Australia"
30103101706,5,47,3,0,"Major Cities of Australia"
30103101707,3,29,2,0,"Major Cities of Australia"
30103101708,8,74,4,0,"Major Cities of Australia"
30103101709,8,75,4,0,"Major Cities of Australia"
30103101710,6,57,3,0,"Major Cities of Australia"
30103101711,6,55,3,0,"Major Cities of Australia"
30103101801,5,46,3,0,"Major Cities of Australia"
30103101802,6,60,3,0,"Major Cities of Australia"
30103101803,5,44,3,0,"Major Cities of Australia"
30103101804,8,71,4,0,"Major Cities of Australia"
30103101805,5,43,3,0,"Major Cities of Australia"
30103101806,7,65,4,0,"Major Cities of Australia"
30103101807,8,75,4,0,"Major Cities of Australia"
30103101808,9,83,5,0,"Major Cities of Australia"
30103101809,7,64,4,0,"Major Cities of Australia"
30103101810,7,65,4,0,"Major Cities of Australia"
30103101811,9,83,5,0,"Major Cities of Australia"
30103101812,10,100,5,0,"Major Cities of Australia"
30103101813,8,75,4,0,"Major Cities of Australia"
30103101814,8,72,4,0,"Major Cities of Australia"
30103101815,3,28,2,0,"Major Cities of Australia"
30103101816,6,52,3,0,"Major Cities of Australia"
30103101817,5,47,3,0,"Major Cities of Australia"
30103101818,7,68,4,0,"Major Cities of Australia"
30103101819,6,59,3,0,"Major Cities of Australia"
30103101820,5,48,3,0,"Major Cities of Australia"
30103101821,NA,NA,NA,0,"Major Cities of Australia"
30103101822,6,51,3,0,"Major Cities of Australia"
30103101823,NA,NA,NA,0,"Major Cities of Australia"
30103101824,NA,NA,NA,0,"Major Cities of Australia"
30103101904,8,80,4,0,"Major Cities of Australia"
30103101905,10,99,5,0,"Major Cities of Australia"
30103101906,9,88,5,0,"Major Cities of Australia"
30103101908,8,78,4,0,"Major Cities of Australia"
30103101909,10,92,5,0,"Major Cities of Australia"
30103101910,9,84,5,0,"Major Cities of Australia"
30103101912,NA,NA,NA,0,"Major Cities of Australia"
30103101913,10,100,5,0,"Major Cities of Australia"
30103101914,10,100,5,0,"Major Cities of Australia"
30103101915,10,99,5,0,"Major Cities of Australia"
30103101916,10,99,5,0,"Major Cities of Australia"
30103101917,10,93,5,0,"Major Cities of Australia"
30103101918,10,100,5,0,"Major Cities of Australia"
30103101919,10,97,5,0,"Major Cities of Australia"
30103101920,10,99,5,0,"Major Cities of Australia"
30103101921,10,91,5,0,"Major Cities of Australia"
30103101922,8,78,4,0,"Major Cities of Australia"
30103101923,10,96,5,0,"Major Cities of Australia"
30103101924,10,100,5,0,"Major Cities of Australia"
30103101925,10,100,5,0,"Major Cities of Australia"
30103102001,7,70,4,0,"Major Cities of Australia"
30103102002,10,93,5,0,"Major Cities of Australia"
30103102003,9,89,5,0,"Major Cities of Australia"
30103102004,9,84,5,0,"Major Cities of Australia"
30103102005,5,44,3,0,"Major Cities of Australia"
30103102006,2,17,1,0,"Major Cities of Australia"
30103102007,7,64,4,0,"Major Cities of Australia"
30103102008,6,57,3,0,"Major Cities of Australia"
30103102009,7,61,4,0,"Major Cities of Australia"
30103102010,2,20,1,0,"Major Cities of Australia"
30103102011,3,24,2,0,"Major Cities of Australia"
30103102012,8,77,4,0,"Major Cities of Australia"
30103102013,7,70,4,0,"Major Cities of Australia"
30103102014,4,35,2,0,"Major Cities of Australia"
30103102015,8,79,4,0,"Major Cities of Australia"
30103102016,6,54,3,0,"Major Cities of Australia"
30103102017,6,58,3,0,"Major Cities of Australia"
30103102018,5,41,3,0,"Major Cities of Australia"
30103102019,7,67,4,0,"Major Cities of Australia"
30103102020,9,82,5,0,"Major Cities of Australia"
30103102021,6,55,3,0,"Major Cities of Australia"
30103102022,7,63,4,0,"Major Cities of Australia"
30103102023,8,76,4,0,"Major Cities of Australia"
30103102024,3,27,2,0,"Major Cities of Australia"
30103102025,9,85,5,0,"Major Cities of Australia"
30103102026,9,85,5,0,"Major Cities of Australia"
30103102027,10,91,5,0,"Major Cities of Australia"
30103102028,9,88,5,0,"Major Cities of Australia"
30103102029,NA,NA,NA,0,"Major Cities of Australia"
30103102030,4,33,2,0,"Major Cities of Australia"
30103102101,7,61,4,0,"Major Cities of Australia"
30103102102,6,58,3,0,"Major Cities of Australia"
30103102103,6,53,3,0,"Major Cities of Australia"
30103102104,8,73,4,0,"Major Cities of Australia"
30103102105,9,89,5,0,"Major Cities of Australia"
30103102106,4,33,2,0,"Major Cities of Australia"
30103102107,5,50,3,0,"Major Cities of Australia"
30103102108,6,56,3,0,"Major Cities of Australia"
30103102109,4,35,2,0,"Major Cities of Australia"
30103102110,2,17,1,0,"Major Cities of Australia"
30103102111,4,34,2,0,"Major Cities of Australia"
30103102112,NA,NA,NA,0,"Major Cities of Australia"
30103102113,1,1,1,0,"Major Cities of Australia"
30103102114,6,57,3,0,"Major Cities of Australia"
30103102115,6,53,3,0,"Major Cities of Australia"
30103102116,6,57,3,0,"Major Cities of Australia"
30103102117,6,56,3,0,"Major Cities of Australia"
30103102118,6,54,3,0,"Major Cities of Australia"
30103102119,6,53,3,0,"Major Cities of Australia"
30103102120,4,34,2,0,"Major Cities of Australia"
30103102121,4,37,2,0,"Major Cities of Australia"
30103102122,1,1,1,0,"Major Cities of Australia"
30103102124,7,64,4,0,"Major Cities of Australia"
30103102125,6,54,3,0,"Major Cities of Australia"
30103102126,8,71,4,0,"Major Cities of Australia"
30103102127,7,68,4,0,"Major Cities of Australia"
30103102128,4,39,2,0,"Major Cities of Australia"
30103102129,5,41,3,0,"Major Cities of Australia"
30103102130,7,62,4,0,"Major Cities of Australia"
30103102131,6,56,3,0,"Major Cities of Australia"
30103102132,6,56,3,0,"Major Cities of Australia"
30103102133,5,45,3,0,"Major Cities of Australia"
30103102134,6,59,3,0,"Major Cities of Australia"
30103102135,3,22,2,0,"Major Cities of Australia"
30103102136,5,44,3,0,"Major Cities of Australia"
30103102137,6,56,3,0,"Major Cities of Australia"
30103102138,5,49,3,0,"Major Cities of Australia"
30103102139,6,58,3,0,"Major Cities of Australia"
30103102140,7,68,4,0,"Major Cities of Australia"
30201102201,NA,NA,NA,0,"Major Cities of Australia"
30201102202,NA,NA,NA,0,"Major Cities of Australia"
30201102205,6,60,3,0,"Major Cities of Australia"
30201102206,5,44,3,0,"Major Cities of Australia"
30201102207,7,61,4,0,"Major Cities of Australia"
30201102208,6,58,3,0,"Major Cities of Australia"
30201102209,5,46,3,0,"Major Cities of Australia"
30201102210,6,54,3,0,"Major Cities of Australia"
30201102212,6,53,3,0,"Major Cities of Australia"
30201102213,6,57,3,0,"Major Cities of Australia"
