"SA1_CODE16","seifa_decile","seifa_percentile","seifa_quintile","ra","ra_name"
30402108710,10,99,5,0,"Major Cities of Australia"
30402108711,10,99,5,0,"Major Cities of Australia"
30402108713,10,98,5,0,"Major Cities of Australia"
30402108714,10,100,5,0,"Major Cities of Australia"
30402108715,10,98,5,0,"Major Cities of Australia"
30402108716,10,100,5,0,"Major Cities of Australia"
30402108717,10,99,5,0,"Major Cities of Australia"
30402108718,10,99,5,0,"Major Cities of Australia"
30402108719,8,80,4,0,"Major Cities of Australia"
30402108720,10,99,5,0,"Major Cities of Australia"
30402108721,8,72,4,0,"Major Cities of Australia"
30402108801,10,100,5,0,"Major Cities of Australia"
30402108802,10,100,5,0,"Major Cities of Australia"
30402108803,10,98,5,0,"Major Cities of Australia"
30402108804,10,100,5,0,"Major Cities of Australia"
30402108805,10,99,5,0,"Major Cities of Australia"
30402108806,10,100,5,0,"Major Cities of Australia"
30402108807,10,98,5,0,"Major Cities of Australia"
30402108808,9,82,5,0,"Major Cities of Australia"
30402108809,10,95,5,0,"Major Cities of Australia"
30402108810,10,94,5,0,"Major Cities of Australia"
30402108811,10,96,5,0,"Major Cities of Australia"
30402108812,10,94,5,0,"Major Cities of Australia"
30402108813,10,96,5,0,"Major Cities of Australia"
30402108814,9,85,5,0,"Major Cities of Australia"
30402108815,10,93,5,0,"Major Cities of Australia"
30402108816,10,100,5,0,"Major Cities of Australia"
30402108817,10,100,5,0,"Major Cities of Australia"
30402108818,10,100,5,0,"Major Cities of Australia"
30402108819,10,99,5,0,"Major Cities of Australia"
30402108820,10,94,5,0,"Major Cities of Australia"
30402108821,10,100,5,0,"Major Cities of Australia"
30402108822,10,97,5,0,"Major Cities of Australia"
30402108823,10,97,5,0,"Major Cities of Australia"
30402108824,10,94,5,0,"Major Cities of Australia"
30402108901,10,97,5,0,"Major Cities of Australia"
30402108903,10,100,5,0,"Major Cities of Australia"
30402108904,10,98,5,0,"Major Cities of Australia"
30402108905,10,100,5,0,"Major Cities of Australia"
30402108906,10,97,5,0,"Major Cities of Australia"
30402108907,10,98,5,0,"Major Cities of Australia"
30402108908,10,96,5,0,"Major Cities of Australia"
30402108909,10,100,5,0,"Major Cities of Australia"
30402108910,10,100,5,0,"Major Cities of Australia"
30402109001,9,88,5,0,"Major Cities of Australia"
30402109002,10,91,5,0,"Major Cities of Australia"
30402109003,9,87,5,0,"Major Cities of Australia"
30402109004,10,91,5,0,"Major Cities of Australia"
30402109005,10,94,5,0,"Major Cities of Australia"
30402109006,10,94,5,0,"Major Cities of Australia"
30402109007,10,92,5,0,"Major Cities of Australia"
30402109008,10,99,5,0,"Major Cities of Australia"
30402109009,8,73,4,0,"Major Cities of Australia"
30402109010,10,96,5,0,"Major Cities of Australia"
30402109011,10,92,5,0,"Major Cities of Australia"
30402109012,9,89,5,0,"Major Cities of Australia"
30402109013,9,89,5,0,"Major Cities of Australia"
30402109014,9,87,5,0,"Major Cities of Australia"
30402109015,10,100,5,0,"Major Cities of Australia"
30402109016,10,97,5,0,"Major Cities of Australia"
30402109017,10,96,5,0,"Major Cities of Australia"
30402109018,10,97,5,0,"Major Cities of Australia"
30402109019,10,95,5,0,"Major Cities of Australia"
30402109101,7,61,4,0,"Major Cities of Australia"
30402109102,10,97,5,0,"Major Cities of Australia"
30402109103,10,98,5,0,"Major Cities of Australia"
30402109104,10,96,5,0,"Major Cities of Australia"
30402109105,10,100,5,0,"Major Cities of Australia"
30402109106,10,100,5,0,"Major Cities of Australia"
30402109107,10,100,5,0,"Major Cities of Australia"
30402109108,10,100,5,0,"Major Cities of Australia"
30402109109,10,94,5,0,"Major Cities of Australia"
30402109110,10,100,5,0,"Major Cities of Australia"
30402109111,10,98,5,0,"Major Cities of Australia"
30402109112,10,99,5,0,"Major Cities of Australia"
30403109201,10,95,5,0,"Major Cities of Australia"
30403109202,10,94,5,0,"Major Cities of Australia"
30403109203,10,96,5,0,"Major Cities of Australia"
30403109204,10,96,5,0,"Major Cities of Australia"
30403109205,10,98,5,0,"Major Cities of Australia"
30403109206,10,98,5,0,"Major Cities of Australia"
30403109207,10,96,5,0,"Major Cities of Australia"
30403109208,10,98,5,0,"Major Cities of Australia"
30403109209,10,97,5,0,"Major Cities of Australia"
30403109210,10,100,5,0,"Major Cities of Australia"
30403109211,10,100,5,0,"Major Cities of Australia"
30403109212,10,97,5,0,"Major Cities of Australia"
30403109213,10,98,5,0,"Major Cities of Australia"
30403109214,10,95,5,0,"Major Cities of Australia"
30403109215,10,97,5,0,"Major Cities of Australia"
30403109216,10,97,5,0,"Major Cities of Australia"
30403109301,6,52,3,0,"Major Cities of Australia"
30403109302,10,99,5,0,"Major Cities of Australia"
30403109303,6,57,3,0,"Major Cities of Australia"
30403109304,NA,NA,NA,0,"Major Cities of Australia"
30403109305,10,95,5,0,"Major Cities of Australia"
30403109306,8,78,4,0,"Major Cities of Australia"
30403109307,10,96,5,0,"Major Cities of Australia"
30403109308,10,91,5,0,"Major Cities of Australia"
30403109309,10,98,5,0,"Major Cities of Australia"
30403109310,7,64,4,0,"Major Cities of Australia"
30403109311,8,72,4,0,"Major Cities of Australia"
30403109312,10,94,5,0,"Major Cities of Australia"
30403109401,8,76,4,0,"Major Cities of Australia"
30403109402,10,98,5,0,"Major Cities of Australia"
30403109403,10,99,5,0,"Major Cities of Australia"
30403109404,10,100,5,0,"Major Cities of Australia"
30403109405,NA,NA,NA,0,"Major Cities of Australia"
30403109406,10,94,5,0,"Major Cities of Australia"
30403109407,10,93,5,0,"Major Cities of Australia"
30403109408,10,95,5,0,"Major Cities of Australia"
30403109409,8,79,4,0,"Major Cities of Australia"
30403109410,9,88,5,0,"Major Cities of Australia"
30403109411,8,74,4,0,"Major Cities of Australia"
30403109412,9,88,5,0,"Major Cities of Australia"
30403109413,10,95,5,0,"Major Cities of Australia"
30403109414,10,94,5,0,"Major Cities of Australia"
30403109415,7,67,4,0,"Major Cities of Australia"
30403109416,8,80,4,0,"Major Cities of Australia"
30403109417,8,78,4,0,"Major Cities of Australia"
30403109418,9,82,5,0,"Major Cities of Australia"
30403109419,9,85,5,0,"Major Cities of Australia"
30403109420,10,94,5,0,"Major Cities of Australia"
30403109421,10,96,5,0,"Major Cities of Australia"
30403109422,8,73,4,0,"Major Cities of Australia"
30403109423,10,99,5,0,"Major Cities of Australia"
30403109424,10,97,5,0,"Major Cities of Australia"
30403109425,7,65,4,0,"Major Cities of Australia"
30403109426,7,61,4,0,"Major Cities of Australia"
30403109427,9,89,5,0,"Major Cities of Australia"
30403109428,7,70,4,0,"Major Cities of Australia"
30403109429,10,100,5,0,"Major Cities of Australia"
30403109430,10,97,5,0,"Major Cities of Australia"
30403109431,10,97,5,0,"Major Cities of Australia"
30403109501,7,63,4,0,"Major Cities of Australia"
30403109502,10,99,5,0,"Major Cities of Australia"
30403109503,10,99,5,0,"Major Cities of Australia"
30403109504,10,95,5,0,"Major Cities of Australia"
30403109505,10,99,5,0,"Major Cities of Australia"
30403109506,10,98,5,0,"Major Cities of Australia"
30403109507,10,97,5,0,"Major Cities of Australia"
30403109508,9,90,5,0,"Major Cities of Australia"
30403109509,4,36,2,0,"Major Cities of Australia"
30403109510,8,76,4,0,"Major Cities of Australia"
30403109511,10,98,5,0,"Major Cities of Australia"
30403109512,10,92,5,0,"Major Cities of Australia"
30403109513,10,97,5,0,"Major Cities of Australia"
30403109514,10,92,5,0,"Major Cities of Australia"
30403109601,9,88,5,0,"Major Cities of Australia"
30403109602,8,76,4,0,"Major Cities of Australia"
30403109603,9,90,5,0,"Major Cities of Australia"
30403109604,7,69,4,0,"Major Cities of Australia"
30403109605,8,71,4,0,"Major Cities of Australia"
30403109606,7,68,4,0,"Major Cities of Australia"
30403109607,7,68,4,0,"Major Cities of Australia"
30403109608,9,84,5,0,"Major Cities of Australia"
30403109609,10,100,5,0,"Major Cities of Australia"
30403109610,10,95,5,0,"Major Cities of Australia"
30403109611,10,95,5,0,"Major Cities of Australia"
30403109612,10,94,5,0,"Major Cities of Australia"
30403109613,10,100,5,0,"Major Cities of Australia"
30403109614,10,100,5,0,"Major Cities of Australia"
30403109615,NA,NA,NA,0,"Major Cities of Australia"
30403109616,9,85,5,0,"Major Cities of Australia"
30403109617,9,83,5,0,"Major Cities of Australia"
30403109618,9,89,5,0,"Major Cities of Australia"
30403109619,8,77,4,0,"Major Cities of Australia"
30403109620,9,83,5,0,"Major Cities of Australia"
30403109621,10,92,5,0,"Major Cities of Australia"
30403109622,9,85,5,0,"Major Cities of Australia"
30403109623,10,98,5,0,"Major Cities of Australia"
30403109701,10,96,5,0,"Major Cities of Australia"
30403109702,10,99,5,0,"Major Cities of Australia"
30403109703,9,90,5,0,"Major Cities of Australia"
30403109704,9,85,5,0,"Major Cities of Australia"
30403109705,7,66,4,0,"Major Cities of Australia"
30403109706,10,93,5,0,"Major Cities of Australia"
30403109707,9,84,5,0,"Major Cities of Australia"
30403109708,9,86,5,0,"Major Cities of Australia"
30403109709,9,85,5,0,"Major Cities of Australia"
30403109710,9,85,5,0,"Major Cities of Australia"
30403109711,9,87,5,0,"Major Cities of Australia"
30403109712,10,91,5,0,"Major Cities of Australia"
30403109713,8,77,4,0,"Major Cities of Australia"
30403109714,10,94,5,0,"Major Cities of Australia"
30403109715,9,90,5,0,"Major Cities of Australia"
30403109716,8,78,4,0,"Major Cities of Australia"
30403109717,9,86,5,0,"Major Cities of Australia"
30403109718,10,98,5,0,"Major Cities of Australia"
30403109719,10,100,5,0,"Major Cities of Australia"
30403109720,10,97,5,0,"Major Cities of Australia"
30403109721,9,89,5,0,"Major Cities of Australia"
30404109801,8,78,4,0,"Major Cities of Australia"
30404109802,10,94,5,0,"Major Cities of Australia"
30404109803,8,80,4,0,"Major Cities of Australia"
30404109804,NA,NA,NA,0,"Major Cities of Australia"
30404109805,10,96,5,0,"Major Cities of Australia"
30404109806,7,68,4,0,"Major Cities of Australia"
30404109807,4,36,2,0,"Major Cities of Australia"
30404109808,10,95,5,0,"Major Cities of Australia"
30404109809,8,80,4,0,"Major Cities of Australia"
30404109810,9,83,5,0,"Major Cities of Australia"
30404109811,9,84,5,0,"Major Cities of Australia"
30404109812,6,60,3,0,"Major Cities of Australia"
30404109813,9,87,5,0,"Major Cities of Australia"
30404109815,7,69,4,0,"Major Cities of Australia"
30404109816,5,41,3,0,"Major Cities of Australia"
30404109817,6,53,3,0,"Major Cities of Australia"
30404109818,7,62,4,0,"Major Cities of Australia"
30404109901,NA,NA,NA,1,"Inner Regional Australia"
30404110001,8,76,4,0,"Major Cities of Australia"
30404110002,9,86,5,0,"Major Cities of Australia"
30404110003,3,26,2,0,"Major Cities of Australia"
30404110004,2,20,1,0,"Major Cities of Australia"
30404110005,3,28,2,0,"Major Cities of Australia"
30404110006,4,32,2,0,"Major Cities of Australia"
30404110007,NA,NA,NA,0,"Major Cities of Australia"
30404110008,NA,NA,NA,0,"Major Cities of Australia"
30404110009,5,45,3,0,"Major Cities of Australia"
30404110010,6,56,3,0,"Major Cities of Australia"
30404110011,4,38,2,0,"Major Cities of Australia"
30404110012,6,54,3,0,"Major Cities of Australia"
30404110013,4,32,2,0,"Major Cities of Australia"
30404110014,6,52,3,0,"Major Cities of Australia"
30404110015,8,74,4,0,"Major Cities of Australia"
30404110016,9,81,5,0,"Major Cities of Australia"
30404110017,5,45,3,0,"Major Cities of Australia"
30404110018,4,39,2,0,"Major Cities of Australia"
30404110019,8,71,4,0,"Major Cities of Australia"
30404110101,8,80,4,0,"Major Cities of Australia"
30404110102,7,61,4,0,"Major Cities of Australia"
30404110103,9,88,5,0,"Major Cities of Australia"
30404110104,10,93,5,0,"Major Cities of Australia"
30404110105,9,89,5,0,"Major Cities of Australia"
30404110106,8,80,4,0,"Major Cities of Australia"
30404110107,8,73,4,0,"Major Cities of Australia"
30404110109,10,95,5,0,"Major Cities of Australia"
30404110110,10,91,5,0,"Major Cities of Australia"
30404110111,8,76,4,0,"Major Cities of Australia"
30404110112,10,91,5,0,"Major Cities of Australia"
30404110113,8,76,4,0,"Major Cities of Australia"
30404110114,10,98,5,0,"Major Cities of Australia"
30404110115,9,84,5,0,"Major Cities of Australia"
30404110116,10,95,5,0,"Major Cities of Australia"
30404110117,8,71,4,0,"Major Cities of Australia"
30404110118,1,6,1,0,"Major Cities of Australia"
30404110119,8,75,4,0,"Major Cities of Australia"
30404110120,6,57,3,0,"Major Cities of Australia"
30404110121,10,94,5,0,"Major Cities of Australia"
30404110122,NA,NA,NA,0,"Major Cities of Australia"
30404110201,NA,NA,NA,0,"Major Cities of Australia"
30404110301,6,60,3,0,"Major Cities of Australia"
30404110302,10,99,5,0,"Major Cities of Australia"
30404110303,10,99,5,0,"Major Cities of Australia"
30404110304,10,94,5,0,"Major Cities of Australia"
30404110305,10,94,5,0,"Major Cities of Australia"
30404110306,10,95,5,0,"Major Cities of Australia"
30404110307,10,95,5,0,"Major Cities of Australia"
30404110308,10,91,5,0,"Major Cities of Australia"
30404110309,8,76,4,0,"Major Cities of Australia"
30404110310,10,98,5,0,"Major Cities of Australia"
30404110311,9,89,5,0,"Major Cities of Australia"
30404110312,9,86,5,0,"Major Cities of Australia"
30404110313,10,94,5,0,"Major Cities of Australia"
30404110314,10,91,5,0,"Major Cities of Australia"
30404110315,10,91,5,0,"Major Cities of Australia"
30404110316,10,99,5,0,"Major Cities of Australia"
30404110317,10,96,5,0,"Major Cities of Australia"
30404110318,10,94,5,0,"Major Cities of Australia"
30404110319,9,90,5,0,"Major Cities of Australia"
30404110320,9,90,5,0,"Major Cities of Australia"
30404110321,10,99,5,0,"Major Cities of Australia"
30404110322,10,93,5,0,"Major Cities of Australia"
30404110323,9,84,5,0,"Major Cities of Australia"
30404110324,9,90,5,0,"Major Cities of Australia"
30404110325,10,92,5,0,"Major Cities of Australia"
30404110326,8,71,4,0,"Major Cities of Australia"
30404110327,10,100,5,0,"Major Cities of Australia"
30404110328,10,99,5,0,"Major Cities of Australia"
30404110329,10,91,5,0,"Major Cities of Australia"
30404110330,9,82,5,0,"Major Cities of Australia"
30404110331,8,78,4,0,"Major Cities of Australia"
30404110332,10,94,5,0,"Major Cities of Australia"
30404110333,9,88,5,0,"Major Cities of Australia"
30404110334,10,96,5,0,"Major Cities of Australia"
30404110335,9,82,5,0,"Major Cities of Australia"
30404110336,9,86,5,0,"Major Cities of Australia"
30404110337,10,91,5,0,"Major Cities of Australia"
30404110338,10,94,5,0,"Major Cities of Australia"
30404110339,10,98,5,0,"Major Cities of Australia"
30404110340,10,99,5,0,"Major Cities of Australia"
30404110401,10,94,5,0,"Major Cities of Australia"
30404110402,10,91,5,0,"Major Cities of Australia"
30404110403,9,85,5,0,"Major Cities of Australia"
30404110404,10,95,5,0,"Major Cities of Australia"
30404110405,10,92,5,0,"Major Cities of Australia"
30404110406,10,95,5,0,"Major Cities of Australia"
30404110407,9,87,5,0,"Major Cities of Australia"
30404110408,10,94,5,0,"Major Cities of Australia"
30404110409,8,72,4,0,"Major Cities of Australia"
30404110410,10,93,5,0,"Major Cities of Australia"
30404110411,9,86,5,0,"Major Cities of Australia"
30404110412,10,94,5,0,"Major Cities of Australia"
30404110413,10,95,5,0,"Major Cities of Australia"
30404110414,5,47,3,0,"Major Cities of Australia"
30404110415,10,94,5,0,"Major Cities of Australia"
30404110416,5,44,3,0,"Major Cities of Australia"
30404110417,9,88,5,0,"Major Cities of Australia"
30404110418,9,86,5,0,"Major Cities of Australia"
30404110419,9,83,5,0,"Major Cities of Australia"
30404110420,4,40,2,0,"Major Cities of Australia"
30404110421,8,74,4,0,"Major Cities of Australia"
30501110501,10,99,5,0,"Major Cities of Australia"
30501110502,9,81,5,0,"Major Cities of Australia"
30501110503,8,79,4,0,"Major Cities of Australia"
30501110504,8,79,4,0,"Major Cities of Australia"
30501110505,9,85,5,0,"Major Cities of Australia"
30501110506,10,96,5,0,"Major Cities of Australia"
30501110508,5,44,3,0,"Major Cities of Australia"
30501110509,6,58,3,0,"Major Cities of Australia"
30501110512,9,90,5,0,"Major Cities of Australia"
30501110513,NA,NA,NA,0,"Major Cities of Australia"
30501110515,9,90,5,0,"Major Cities of Australia"
30501110516,9,90,5,0,"Major Cities of Australia"
30501110517,10,92,5,0,"Major Cities of Australia"
30501110518,NA,NA,NA,0,"Major Cities of Australia"
30501110519,10,91,5,0,"Major Cities of Australia"
30501110520,10,95,5,0,"Major Cities of Australia"
30501110521,NA,NA,NA,0,"Major Cities of Australia"
30501110522,4,40,2,0,"Major Cities of Australia"
30501110523,8,72,4,0,"Major Cities of Australia"
30501110524,10,92,5,0,"Major Cities of Australia"
30501110525,9,86,5,0,"Major Cities of Australia"
30501110526,9,81,5,0,"Major Cities of Australia"
30501110527,10,94,5,0,"Major Cities of Australia"
30501110601,9,84,5,0,"Major Cities of Australia"
30501110603,9,85,5,0,"Major Cities of Australia"
30501110604,6,55,3,0,"Major Cities of Australia"
30501110605,8,80,4,0,"Major Cities of Australia"
30501110606,8,72,4,0,"Major Cities of Australia"
30501110607,9,84,5,0,"Major Cities of Australia"
30501110608,4,35,2,0,"Major Cities of Australia"
30501110609,10,93,5,0,"Major Cities of Australia"
30501110610,10,91,5,0,"Major Cities of Australia"
30501110611,10,96,5,0,"Major Cities of Australia"
30501110612,6,54,3,0,"Major Cities of Australia"
30501110613,9,85,5,0,"Major Cities of Australia"
30501110701,10,95,5,0,"Major Cities of Australia"
30501110702,10,91,5,0,"Major Cities of Australia"
30501110703,9,85,5,0,"Major Cities of Australia"
30501110704,6,58,3,0,"Major Cities of Australia"
30501110705,3,22,2,0,"Major Cities of Australia"
30501110706,6,51,3,0,"Major Cities of Australia"
30501110707,8,76,4,0,"Major Cities of Australia"
30501110708,8,75,4,0,"Major Cities of Australia"
30501110709,10,97,5,0,"Major Cities of Australia"
30501110710,9,85,5,0,"Major Cities of Australia"
30501110711,7,68,4,0,"Major Cities of Australia"
30501110712,7,64,4,0,"Major Cities of Australia"
30501110713,8,78,4,0,"Major Cities of Australia"
30501110714,8,73,4,0,"Major Cities of Australia"
30501110715,10,93,5,0,"Major Cities of Australia"
30501110801,10,98,5,0,"Major Cities of Australia"
30501110802,9,89,5,0,"Major Cities of Australia"
30501110803,10,95,5,0,"Major Cities of Australia"
30501110804,9,82,5,0,"Major Cities of Australia"
30501110805,4,35,2,0,"Major Cities of Australia"
30501110806,10,92,5,0,"Major Cities of Australia"
30501110807,10,96,5,0,"Major Cities of Australia"
30501110808,10,93,5,0,"Major Cities of Australia"
30501110809,10,93,5,0,"Major Cities of Australia"
30501110810,9,88,5,0,"Major Cities of Australia"
30501110811,9,85,5,0,"Major Cities of Australia"
30501110812,8,78,4,0,"Major Cities of Australia"
30501110813,8,71,4,0,"Major Cities of Australia"
30501110814,9,87,5,0,"Major Cities of Australia"
30501110815,5,47,3,0,"Major Cities of Australia"
30501110816,8,74,4,0,"Major Cities of Australia"
30501110817,10,99,5,0,"Major Cities of Australia"
30501110901,8,75,4,0,"Major Cities of Australia"
30501110902,10,91,5,0,"Major Cities of Australia"
30501110903,8,74,4,0,"Major Cities of Australia"
30501110904,8,76,4,0,"Major Cities of Australia"
30501110905,10,95,5,0,"Major Cities of Australia"
30501110906,10,91,5,0,"Major Cities of Australia"
30501110907,10,93,5,0,"Major Cities of Australia"
30501110908,10,93,5,0,"Major Cities of Australia"
30501110909,10,92,5,0,"Major Cities of Australia"
30501110910,9,81,5,0,"Major Cities of Australia"
30501110911,7,70,4,0,"Major Cities of Australia"
30501110912,8,80,4,0,"Major Cities of Australia"
30501110913,9,89,5,0,"Major Cities of Australia"
30501110914,10,92,5,0,"Major Cities of Australia"
30501110915,10,97,5,0,"Major Cities of Australia"
30501110916,10,98,5,0,"Major Cities of Australia"
30501110917,10,92,5,0,"Major Cities of Australia"
30501110918,10,92,5,0,"Major Cities of Australia"
30501110919,10,91,5,0,"Major Cities of Australia"
30501110920,7,61,4,0,"Major Cities of Australia"
30501110921,7,68,4,0,"Major Cities of Australia"
30501110922,9,90,5,0,"Major Cities of Australia"
30501110923,10,95,5,0,"Major Cities of Australia"
30501110924,9,90,5,0,"Major Cities of Australia"
30501110925,4,36,2,0,"Major Cities of Australia"
30501110926,6,51,3,0,"Major Cities of Australia"
30501110927,10,99,5,0,"Major Cities of Australia"
30501110928,10,98,5,0,"Major Cities of Australia"
30501110929,10,100,5,0,"Major Cities of Australia"
30501110930,10,100,5,0,"Major Cities of Australia"
30501110931,9,90,5,0,"Major Cities of Australia"
30501111001,8,73,4,0,"Major Cities of Australia"
30501111002,7,70,4,0,"Major Cities of Australia"
30501111004,9,89,5,0,"Major Cities of Australia"
30501111006,9,85,5,0,"Major Cities of Australia"
30501111008,10,97,5,0,"Major Cities of Australia"
30501111009,9,86,5,0,"Major Cities of Australia"
30501111010,10,94,5,0,"Major Cities of Australia"
30501111011,7,68,4,0,"Major Cities of Australia"
30501111012,9,88,5,0,"Major Cities of Australia"
30501111013,9,90,5,0,"Major Cities of Australia"
30501111014,10,93,5,0,"Major Cities of Australia"
30501111015,10,91,5,0,"Major Cities of Australia"
30501111016,NA,NA,NA,0,"Major Cities of Australia"
30501111017,8,78,4,0,"Major Cities of Australia"
30501111018,8,71,4,0,"Major Cities of Australia"
30501111101,8,78,4,0,"Major Cities of Australia"
30501111102,9,82,5,0,"Major Cities of Australia"
30501111103,6,53,3,0,"Major Cities of Australia"
30501111104,9,87,5,0,"Major Cities of Australia"
30501111105,8,71,4,0,"Major Cities of Australia"
30501111106,6,55,3,0,"Major Cities of Australia"
30501111107,8,71,4,0,"Major Cities of Australia"
30501111108,7,69,4,0,"Major Cities of Australia"
30501111109,8,74,4,0,"Major Cities of Australia"
30501111110,7,70,4,0,"Major Cities of Australia"
30501111111,7,68,4,0,"Major Cities of Australia"
30501111112,8,76,4,0,"Major Cities of Australia"
30501111113,2,17,1,0,"Major Cities of Australia"
30501111202,3,29,2,0,"Major Cities of Australia"
30501111203,5,50,3,0,"Major Cities of Australia"
30501111204,7,62,4,0,"Major Cities of Australia"
30501111205,5,42,3,0,"Major Cities of Australia"
30501111206,7,63,4,0,"Major Cities of Australia"
30501111207,8,71,4,0,"Major Cities of Australia"
30501111208,7,70,4,0,"Major Cities of Australia"
30501111209,9,86,5,0,"Major Cities of Australia"
30501111210,8,80,4,0,"Major Cities of Australia"
30501111211,9,82,5,0,"Major Cities of Australia"
30501111212,9,89,5,0,"Major Cities of Australia"
30501111213,9,87,5,0,"Major Cities of Australia"
30501111215,9,83,5,0,"Major Cities of Australia"
30501111216,10,96,5,0,"Major Cities of Australia"
30501111217,8,74,4,0,"Major Cities of Australia"
30501111218,10,91,5,0,"Major Cities of Australia"
30501111219,10,98,5,0,"Major Cities of Australia"
30501111220,10,99,5,0,"Major Cities of Australia"
30501111221,7,69,4,0,"Major Cities of Australia"
30501111222,10,95,5,0,"Major Cities of Australia"
30501111223,10,99,5,0,"Major Cities of Australia"
30502111301,10,94,5,0,"Major Cities of Australia"
30502111302,8,74,4,0,"Major Cities of Australia"
30502111303,10,99,5,0,"Major Cities of Australia"
30502111304,9,82,5,0,"Major Cities of Australia"
30502111305,10,96,5,0,"Major Cities of Australia"
30502111306,10,98,5,0,"Major Cities of Australia"
30502111307,10,96,5,0,"Major Cities of Australia"
30502111308,10,97,5,0,"Major Cities of Australia"
30502111309,10,100,5,0,"Major Cities of Australia"
30502111310,9,90,5,0,"Major Cities of Australia"
30502111401,10,95,5,0,"Major Cities of Australia"
30502111402,10,99,5,0,"Major Cities of Australia"
30502111403,10,99,5,0,"Major Cities of Australia"
30502111404,10,100,5,0,"Major Cities of Australia"
30502111405,10,100,5,0,"Major Cities of Australia"
30502111406,10,97,5,0,"Major Cities of Australia"
30502111407,9,86,5,0,"Major Cities of Australia"
30502111408,10,94,5,0,"Major Cities of Australia"
30502111409,10,100,5,0,"Major Cities of Australia"
30502111410,10,98,5,0,"Major Cities of Australia"
30502111411,9,89,5,0,"Major Cities of Australia"
30502111412,10,95,5,0,"Major Cities of Australia"
30502111413,10,98,5,0,"Major Cities of Australia"
30502111501,10,94,5,0,"Major Cities of Australia"
30502111502,10,91,5,0,"Major Cities of Australia"
30502111503,10,97,5,0,"Major Cities of Australia"
30502111504,8,77,4,0,"Major Cities of Australia"
30502111505,8,78,4,0,"Major Cities of Australia"
30502111506,9,83,5,0,"Major Cities of Australia"
30502111507,10,91,5,0,"Major Cities of Australia"
30502111508,9,87,5,0,"Major Cities of Australia"
30502111509,9,89,5,0,"Major Cities of Australia"
30502111510,10,94,5,0,"Major Cities of Australia"
30502111511,7,66,4,0,"Major Cities of Australia"
30502111512,6,53,3,0,"Major Cities of Australia"
30502111513,9,88,5,0,"Major Cities of Australia"
30502111601,10,100,5,0,"Major Cities of Australia"
30502111602,10,99,5,0,"Major Cities of Australia"
30502111603,10,100,5,0,"Major Cities of Australia"
30502111604,10,100,5,0,"Major Cities of Australia"
30502111605,10,97,5,0,"Major Cities of Australia"
30502111606,9,89,5,0,"Major Cities of Australia"
30502111607,10,99,5,0,"Major Cities of Australia"
30502111608,9,85,5,0,"Major Cities of Australia"
30502111609,10,98,5,0,"Major Cities of Australia"
30502111610,10,97,5,0,"Major Cities of Australia"
30502111611,10,97,5,0,"Major Cities of Australia"
30502111701,10,91,5,0,"Major Cities of Australia"
30502111702,10,92,5,0,"Major Cities of Australia"
30502111703,8,80,4,0,"Major Cities of Australia"
30502111704,9,84,5,0,"Major Cities of Australia"
30502111705,6,60,3,0,"Major Cities of Australia"
30502111706,8,78,4,0,"Major Cities of Australia"
30502111707,9,86,5,0,"Major Cities of Australia"
30502111708,NA,NA,NA,0,"Major Cities of Australia"
30502111709,10,96,5,0,"Major Cities of Australia"
30502111710,8,80,4,0,"Major Cities of Australia"
30502111711,6,59,3,0,"Major Cities of Australia"
30502111712,10,97,5,0,"Major Cities of Australia"
30502111713,10,98,5,0,"Major Cities of Australia"
30502111714,10,95,5,0,"Major Cities of Australia"
30502111715,10,96,5,0,"Major Cities of Australia"
30502111716,10,91,5,0,"Major Cities of Australia"
30502111717,9,81,5,0,"Major Cities of Australia"
30502111718,10,94,5,0,"Major Cities of Australia"
30502111719,9,89,5,0,"Major Cities of Australia"
30502111720,9,90,5,0,"Major Cities of Australia"
30502111721,9,88,5,0,"Major Cities of Australia"
30502111722,NA,NA,NA,0,"Major Cities of Australia"
30502111723,10,92,5,0,"Major Cities of Australia"
30502111724,8,79,4,0,"Major Cities of Australia"
30502111725,9,85,5,0,"Major Cities of Australia"
30502111726,10,93,5,0,"Major Cities of Australia"
30502111727,8,73,4,0,"Major Cities of Australia"
30502111728,9,86,5,0,"Major Cities of Australia"
30502111729,NA,NA,NA,0,"Major Cities of Australia"
30502111730,9,89,5,0,"Major Cities of Australia"
30502111731,9,89,5,0,"Major Cities of Australia"
30502111732,8,80,4,0,"Major Cities of Australia"
30502111733,8,78,4,0,"Major Cities of Australia"
30502111801,8,74,4,0,"Major Cities of Australia"
30502111802,10,96,5,0,"Major Cities of Australia"
30502111803,10,99,5,0,"Major Cities of Australia"
30502111804,10,99,5,0,"Major Cities of Australia"
30502111805,10,100,5,0,"Major Cities of Australia"
30502111806,10,99,5,0,"Major Cities of Australia"
30502111807,10,98,5,0,"Major Cities of Australia"
30502111808,9,90,5,0,"Major Cities of Australia"
30502111809,10,96,5,0,"Major Cities of Australia"
30502111810,10,93,5,0,"Major Cities of Australia"
30502111811,10,97,5,0,"Major Cities of Australia"
30502111812,10,93,5,0,"Major Cities of Australia"
30502111813,10,100,5,0,"Major Cities of Australia"
30502111814,10,92,5,0,"Major Cities of Australia"
30502111815,9,87,5,0,"Major Cities of Australia"
30503111901,NA,NA,NA,0,"Major Cities of Australia"
30503111904,9,88,5,0,"Major Cities of Australia"
