"SA1_CODE16","median_time_to_acute_care","min_time_to_acute_care","max_time_to_acute_care","median_time_to_rehab_care","min_time_to_rehab_care","max_time_to_rehab_care","iTRAQI_index"
30101100101,62.9996952184753,60.7040117115839,64.2183604447251,32.8735100698785,32.0458942944202,33.2461085445526,"2A"
30101100102,59.3248333353314,59.3248326083208,59.3248333353314,31.4079918462809,31.4079916014384,31.4079918462809,"1A"
30101100103,62.3504719373204,59.8734171781076,62.4470643401597,32.2581606379467,31.5587532515493,32.2990114506987,"2A"
30101100104,68.5218593370381,68.4651020055806,69.0608492086484,35.8374736024995,35.8174286786822,35.940327686214,"2A"
30101100105,67.6176970574704,64.8965348863747,68.5785350601806,34.9364998031099,33.8688382803332,35.175900265124,"2A"
30101100106,64.6090629342789,64.6090475475754,64.6090629342789,34.6279102555209,34.6279034766512,34.6279102555209,"2A"
30101100107,65.5382184899958,65.5382155251943,65.5445964859103,34.7876565125019,34.7876540793724,34.790137873367,"2A"
30101100108,66.8328885730196,66.710906983698,66.8329028801433,35.2314444802474,35.1653160702783,35.231451006681,"2A"
30101100109,63.6752537515436,63.6752466753414,65.4183236411585,33.81102322591,33.8110197285396,34.5562173258397,"2A"
30101100110,64.1851188141059,64.1851188141059,64.1851229736827,34.2590253847229,34.2590253847229,34.2590285118687,"2A"
30101100111,62.481276359644,62.4812685676617,62.481276359644,33.6781495201876,33.6781458673906,33.6781495201876,"2A"
30101100112,60.6261962706852,60.6261934331577,60.6261962706852,32.6163231593105,32.6163229989334,32.6163231593105,"2A"
30101100113,60.5394625121125,60.5394625121125,60.5394641761325,32.6842478680135,32.6842470712927,32.6842478680135,"2A"
30101100114,61.8087282168476,61.8087268846915,61.908939599308,33.1988145351384,33.1988135048554,33.2130276978801,"2A"
30101100115,60.5394920568968,60.5394811472387,60.5394920568968,32.8480602420964,32.8480564460268,32.8480602420964,"2A"
30101100116,59.0065824812287,58.5364440172386,59.0068006467102,32.1002153088488,31.9064089427775,32.1003006153333,"1A"
30101100117,57.2555175780391,57.2551971133253,57.2555220221128,31.4047925755945,31.4046677069066,31.404795334204,"1A"
30101100118,57.6226107203125,57.6225943509961,57.6226145631198,31.758247930327,31.7582401955328,31.7582494781344,"1A"
30101100119,58.8385647348994,58.8385450275201,58.8385778600016,32.2447576299382,32.2447492479263,32.2447628899063,"1A"
30101100120,56.4678357929936,56.4678054615748,56.4678406851031,30.882693002904,30.8826814101188,30.8826948727066,"1A"
30101100121,55.7401069888513,55.7349484915612,55.7401070053488,30.4405784455869,30.4376522814858,30.4405785833369,"1A"
30101100122,55.5287737531746,55.5287699079713,55.5287737531746,30.2830148775554,30.2830134636215,30.2830148775554,"1A"
30101100123,58.4202011930234,58.4202011930234,58.420214919182,31.6531036496684,31.6531036496684,31.6531096177457,"1A"
30101100124,58.176661400682,58.0187710640151,58.17666646634,31.4545396239448,31.3639119517363,31.4545413422881,"1A"
30101100125,60.4547673916641,60.4547616304873,60.4547673916641,32.4501317774315,32.4501304769657,32.4501317774315,"2A"
30101100126,59.6693659477007,59.6693601026306,59.6693682150902,32.0391440872879,32.0391419148123,32.0391457045821,"1A"
30101100127,59.872858179303,59.872853567144,59.872858179303,32.0471465451519,32.0471448510962,32.0471465451519,"1A"
30101100128,61.0329755215788,61.0329660579795,61.3765085259068,32.5075318578184,32.5075283870037,32.5991761216146,"2A"
30101100129,60.3600924466488,60.3600854149839,60.3600974276137,32.1122013684659,32.1121988416028,32.112203158404,"2A"
30101100130,64.0321131243564,64.0321117067761,64.0321131243564,33.5387365052867,33.5387362312981,33.5387365052867,"2A"
30101100131,61.9894119809371,61.989400527624,61.989417035546,32.7365729743008,32.7365696722732,32.7365755820784,"2A"
30101100132,63.6945492919003,63.6945424967471,63.6945492919003,33.497984421776,33.4979810010559,33.497984421776,"2A"
30101100133,62.8880155006449,62.8880120494895,62.8880217875363,33.2915174612328,33.2915169053697,33.2915204964853,"2A"
30101100134,57.8957071043155,57.8957030768476,57.8957071043155,31.2453942101653,31.2453928840343,31.2453942101653,"1A"
30101100135,59.3289817049804,59.3289817049804,59.3289926818939,31.7049567187014,31.7049567187014,31.7049605080974,"1A"
30101100136,57.5986670501148,57.5986636430713,57.5986670501148,31.0482180141292,31.0482162407202,31.0482180141292,"1A"
30101100137,59.6550081999034,59.6549964949346,59.6550262226774,31.7225112841367,31.7225064457651,31.7225176286358,"1A"
30101100138,58.482466737279,58.4824596593589,58.482466737279,31.2440477271429,31.2440451290893,31.2440477271429,"1A"
30101100139,59.1424286450033,59.1424286450033,59.1424392608767,31.4489074068953,31.4489074068953,31.4489107308676,"1A"
30101100140,58.2298976257125,58.2298976257125,58.2298988616416,31.0487670468383,31.0487670468383,31.0487672997649,"1A"
30101100141,60.7797806922017,60.7797806922017,60.779786311521,31.9985627242517,31.9985627242517,31.9985652911316,"2A"
