"SA1_CODE16","value","min","max"
"30101100101",71.3074648114643,70.4634921886434,72.5222638545452
"30101100102",68.7884741981308,68.2801993392612,69.3455751681077
"30101100103",69.7879077011738,68.7910772500452,71.2552949839687
"30101100104",77.809704034266,77.4126808406777,78.375573529194
"30101100105",75.0661918616119,74.6009183912717,77.5072832569418
"30101100106",75.5884836905464,75.3065236280008,75.8704437530919
"30101100107",75.7938343348004,75.7730176779962,75.8146509916046
"30101100108",76.7999116183583,76.2570565291009,77.1224746276013
"30101100109",73.4900589981496,73.1203057868414,74.4986451777031
"30101100110",74.9427021381823,74.6066652345197,75.0562518403621
"30101100111",74.033605367839,73.2988662529451,74.6006024141476
"30101100112",71.9716500301462,71.8962307557958,72.0470693044966
"30101100113",72.1011572820685,72.0178093264833,72.1845052376537
"30101100114",73.0506037111309,72.7139677206074,73.6920827908526
"30101100115",72.3673923654236,72.0068620312273,72.8245668357404
"30101100116",71.2053458531559,70.7121512557388,71.4743873993983
"30101100117",69.7424003316817,69.5670761936571,70.3016572116717
"30101100118",70.5333729765938,70.0703371785153,70.7178925097803
"30101100119",71.3528600045832,70.8532885078383,71.5340064522735
"30101100120",68.200798662783,67.8645513646982,68.9732166159084
"30101100121",67.5823964095214,66.4590986389714,68.8408809820255
"30101100122",67.6046312974285,67.0416252379586,67.6209940577955
"30101100123",70.369668538509,69.6059648844868,70.9459041947025
"30101100124",69.6567298450002,69.3927199889568,69.9207397010435
"30101100125",71.7010533903802,71.5364061213466,71.99234481697
"30101100126",70.7538191041024,70.3377412758729,71.2352729930354
"30101100127",70.7782574933721,70.592557852902,70.9639571338423
"30101100128",71.7664999003803,71.3959309155504,72.0982077761379
"30101100129",70.9281005286747,70.5521665640338,71.3283207789251
"30101100130",73.390762229033,72.8596226795401,74.1991529530065
"30101100131",72.3028228009719,71.5768434828492,72.6515102810273
"30101100132",73.7688848370844,73.3829326160144,74.1548370581543
"30101100133",73.1133910925016,72.5252150625602,73.912360986187
"30101100134",69.3456949342028,68.8801924552299,69.8802534488853
"30101100135",70.0546339986981,69.9702422308546,70.5556293149112
"30101100136",68.2167407584263,67.9790703374696,69.0254638949615
"30101100137",70.2353713839692,69.3396307908107,70.5336658427952
"30101100138",69.2185526055759,68.6190867042368,69.5547287308626
"30101100139",69.305401515333,69.0127045757467,69.7634254353419
"30101100140",68.127150878948,67.7447594244038,68.6660069238109
"30101100141",70.1769802072684,69.9477323001027,70.6409300490021
"30101100142",71.519696728157,71.2945000014638,72.4843080279281
"30101100143",74.2748674878119,73.0300624993104,74.412172677172
"30101100144",67.6062065933005,67.6062065933005,67.6062065933005
"30101100145",76.8041796020856,75.8451292029157,78.0934269457711
"30101100201",62.3340245707726,61.3940539338587,62.8483405755853
"30101100202",60.1789768712827,59.9204299363407,61.1510627025812
"30101100203",58.6665182203227,57.1663439524593,60.2513707171185
"30101100204",56.6764436429091,55.5324635278678,57.7911659400005
"30101100205",60.0681817875237,59.4787814396657,62.2443643183885
"30101100206",65.8778019922949,63.7530406150062,67.0984623777397
"30101100207",62.5318476193368,62.4788895115542,62.5848057271193
"30101100208",59.6157758690541,59.0263784517873,60.2209519361462
"30101100209",60.9361079635882,60.5082751727843,61.2997656308441
"30101100210",58.3141619318525,57.9822388107478,58.7190228083702
"30101100211",55.5487635561176,55.5487635561176,55.5487635561176
"30101100212",56.4315778194386,56.4315778194386,56.4315778194386
"30101100213",56.4219149408621,56.3888566436236,56.6879688046472
"30101100214",56.7686563013135,56.7293752033028,56.8079373993241
"30101100215",56.4429374362103,56.2443351272007,56.6415657693613
"30101100216",56.4685629768994,56.2427840270417,56.6687778666492
"30101100217",63.9276433049058,63.6453178464933,65.3925890966965
"30101100218",56.7047061506676,56.5112934599646,56.954796579828
"30101100219",57.1006170291655,56.8875435221484,57.4463302257285
"30101100220",57.0151296916682,57.0092639634427,57.1160315050191
"30101100221",57.7089969327443,57.3696078460548,57.9417126004199
"30101100301",73.8542848997835,73.3170734230944,74.1185341663079
"30101100302",72.6842264775798,71.8214271507292,72.9000951115874
"30101100303",73.6515886456001,72.5410110568033,74.1301610408275
"30101100304",75.0633502124439,74.5284114404654,75.8487929040114
"30101100305",71.6530235624132,71.1120464722776,72.0700047026515
"30101100306",70.4380297538821,70.1447791509878,70.7563512825489
"30101100307",70.4100505146706,69.640324251563,70.9756091061058
"30101100308",69.1667315182582,68.8539519232379,69.4795111132785
"30101100309",69.1701205002231,68.7837627172078,69.172390678638
"30101100310",68.191569333268,67.1964892766993,69.2524515319471
"30101100311",70.6035228371949,69.9983164633273,71.0673818984736
"30101100312",73.1165300502097,72.9661301509977,73.2669299494218
"30101100313",72.4056487314546,72.1155292698789,72.7264282156159
"30101100314",71.7903361055762,71.5232368472852,72.5730028920858
"30101100315",71.9755020713456,71.4059493584778,72.3800398088129
"30101100316",71.3994676729964,70.8315520277365,71.7692547805588
"30101100317",72.6981432982706,72.5300549191719,73.07441485649
