"SA1_CODE11","seifa_decile","seifa_percentile","ra","ra_name"
31105132316,2,18,0,"Major Cities of Australia"
31105132317,4,35,0,"Major Cities of Australia"
31105132318,9,81,0,"Major Cities of Australia"
31105132319,2,18,0,"Major Cities of Australia"
31105132320,8,75,0,"Major Cities of Australia"
31105132321,3,25,0,"Major Cities of Australia"
31105132401,10,94,0,"Major Cities of Australia"
31105132402,8,73,0,"Major Cities of Australia"
31105132403,10,97,0,"Major Cities of Australia"
31105132404,9,89,0,"Major Cities of Australia"
31105132405,9,88,0,"Major Cities of Australia"
31105132406,9,86,0,"Major Cities of Australia"
31105132407,8,75,0,"Major Cities of Australia"
31105132408,10,92,0,"Major Cities of Australia"
31105132409,9,86,0,"Major Cities of Australia"
31105132410,8,73,0,"Major Cities of Australia"
31105132411,7,67,0,"Major Cities of Australia"
31105132412,9,89,0,"Major Cities of Australia"
31105132413,10,96,0,"Major Cities of Australia"
31105132414,10,91,0,"Major Cities of Australia"
31105132415,9,84,0,"Major Cities of Australia"
31105132416,1,7,0,"Major Cities of Australia"
31105132417,6,58,0,"Major Cities of Australia"
31105132418,7,68,0,"Major Cities of Australia"
31105132419,10,95,0,"Major Cities of Australia"
31105132420,8,79,0,"Major Cities of Australia"
31105132421,6,60,0,"Major Cities of Australia"
31105132422,7,62,0,"Major Cities of Australia"
31105132423,9,85,0,"Major Cities of Australia"
31105132501,5,50,0,"Major Cities of Australia"
31105132502,6,55,0,"Major Cities of Australia"
31105132503,6,59,0,"Major Cities of Australia"
31105132504,9,85,0,"Major Cities of Australia"
31105132505,9,83,0,"Major Cities of Australia"
31105132506,8,78,0,"Major Cities of Australia"
31105132507,4,32,0,"Major Cities of Australia"
31105132508,7,67,0,"Major Cities of Australia"
31105132509,7,68,0,"Major Cities of Australia"
31105132510,8,77,0,"Major Cities of Australia"
31105132511,8,75,0,"Major Cities of Australia"
31105132512,8,72,0,"Major Cities of Australia"
31105132513,6,54,0,"Major Cities of Australia"
31105132514,7,64,0,"Major Cities of Australia"
31105132515,4,38,0,"Major Cities of Australia"
31105132516,5,49,0,"Major Cities of Australia"
31105132517,5,46,0,"Major Cities of Australia"
31105132518,5,48,0,"Major Cities of Australia"
31105132519,NA,NA,0,"Major Cities of Australia"
31105132520,3,25,0,"Major Cities of Australia"
31105132521,7,61,0,"Major Cities of Australia"
31105132522,6,53,0,"Major Cities of Australia"
31105132523,6,59,0,"Major Cities of Australia"
31105132524,4,38,0,"Major Cities of Australia"
31105132525,NA,NA,0,"Major Cities of Australia"
31105132526,7,67,0,"Major Cities of Australia"
31105132527,6,53,0,"Major Cities of Australia"
31105132528,10,94,0,"Major Cities of Australia"
31105132601,4,36,0,"Major Cities of Australia"
31105132602,2,19,0,"Major Cities of Australia"
31105132603,3,25,0,"Major Cities of Australia"
31105132604,3,26,0,"Major Cities of Australia"
31105132605,3,25,0,"Major Cities of Australia"
31105132606,4,38,0,"Major Cities of Australia"
31105132607,4,40,0,"Major Cities of Australia"
31105132608,1,4,0,"Major Cities of Australia"
31105132609,1,2,0,"Major Cities of Australia"
31105132610,1,5,0,"Major Cities of Australia"
31105132611,1,3,0,"Major Cities of Australia"
31105132612,1,2,0,"Major Cities of Australia"
31105132613,1,10,0,"Major Cities of Australia"
31105132614,1,7,0,"Major Cities of Australia"
31105132615,7,63,0,"Major Cities of Australia"
31105132616,8,73,0,"Major Cities of Australia"
31105132617,NA,NA,0,"Major Cities of Australia"
31105132618,5,48,0,"Major Cities of Australia"
31105132619,NA,NA,0,"Major Cities of Australia"
31105132620,2,13,0,"Major Cities of Australia"
31105132621,NA,NA,0,"Major Cities of Australia"
31105132622,6,52,0,"Major Cities of Australia"
31105132623,5,46,0,"Major Cities of Australia"
31105132701,8,71,0,"Major Cities of Australia"
31105132702,10,94,0,"Major Cities of Australia"
31105132703,8,72,0,"Major Cities of Australia"
31105132704,10,96,0,"Major Cities of Australia"
31105132705,9,85,0,"Major Cities of Australia"
31105132706,9,86,0,"Major Cities of Australia"
31105132707,8,80,0,"Major Cities of Australia"
31105132708,9,89,0,"Major Cities of Australia"
31105132709,10,96,0,"Major Cities of Australia"
31105132710,7,61,0,"Major Cities of Australia"
31105132711,8,72,0,"Major Cities of Australia"
31105132712,8,79,0,"Major Cities of Australia"
31105132713,5,49,0,"Major Cities of Australia"
31105132714,9,90,0,"Major Cities of Australia"
31105132715,9,84,0,"Major Cities of Australia"
31105132716,7,65,0,"Major Cities of Australia"
31105132717,10,99,0,"Major Cities of Australia"
31105132718,10,94,0,"Major Cities of Australia"
31105132719,6,56,0,"Major Cities of Australia"
31105132720,8,71,0,"Major Cities of Australia"
31105132721,9,84,0,"Major Cities of Australia"
31105132722,9,82,0,"Major Cities of Australia"
31105132723,9,88,0,"Major Cities of Australia"
31105132724,8,77,0,"Major Cities of Australia"
31105132725,10,95,0,"Major Cities of Australia"
31105132726,10,96,0,"Major Cities of Australia"
31105132727,8,78,0,"Major Cities of Australia"
31105132728,7,63,0,"Major Cities of Australia"
31105132729,5,48,0,"Major Cities of Australia"
31105132801,5,43,0,"Major Cities of Australia"
31105132802,3,21,0,"Major Cities of Australia"
31105132803,2,20,0,"Major Cities of Australia"
31105132804,5,42,0,"Major Cities of Australia"
31105132805,3,24,0,"Major Cities of Australia"
31105132806,1,9,0,"Major Cities of Australia"
31105132807,4,37,0,"Major Cities of Australia"
31105132808,4,32,0,"Major Cities of Australia"
31105132809,4,33,0,"Major Cities of Australia"
31105132810,2,15,0,"Major Cities of Australia"
31105132811,1,3,0,"Major Cities of Australia"
31105132812,1,7,0,"Major Cities of Australia"
31105132813,1,9,0,"Major Cities of Australia"
31105132814,1,4,0,"Major Cities of Australia"
31105132815,1,5,0,"Major Cities of Australia"
31106132901,5,49,0,"Major Cities of Australia"
31106132902,6,54,0,"Major Cities of Australia"
31106132903,8,77,0,"Major Cities of Australia"
31106132904,5,44,0,"Major Cities of Australia"
31106132905,9,85,0,"Major Cities of Australia"
31106132906,9,84,0,"Major Cities of Australia"
31106132907,10,91,0,"Major Cities of Australia"
31106132908,10,94,0,"Major Cities of Australia"
31106132909,2,19,0,"Major Cities of Australia"
31106132910,NA,NA,0,"Major Cities of Australia"
31106132911,9,87,0,"Major Cities of Australia"
31106132912,8,71,0,"Major Cities of Australia"
31106132913,2,14,0,"Major Cities of Australia"
31106132914,6,60,0,"Major Cities of Australia"
31106132915,8,72,0,"Major Cities of Australia"
31106132916,9,82,0,"Major Cities of Australia"
31106132917,7,61,0,"Major Cities of Australia"
31106133001,1,4,0,"Major Cities of Australia"
31106133002,2,11,0,"Major Cities of Australia"
31106133003,1,1,0,"Major Cities of Australia"
31106133004,1,2,0,"Major Cities of Australia"
31106133005,1,3,0,"Major Cities of Australia"
31106133006,1,9,0,"Major Cities of Australia"
31106133007,NA,NA,0,"Major Cities of Australia"
31106133008,1,5,0,"Major Cities of Australia"
31106133009,1,8,0,"Major Cities of Australia"
31106133010,1,6,0,"Major Cities of Australia"
31106133011,1,10,0,"Major Cities of Australia"
31106133012,2,15,0,"Major Cities of Australia"
31106133013,1,3,0,"Major Cities of Australia"
31106133014,1,6,0,"Major Cities of Australia"
31106133015,1,1,0,"Major Cities of Australia"
31106133016,1,3,0,"Major Cities of Australia"
31106133017,1,8,0,"Major Cities of Australia"
31106133018,2,13,0,"Major Cities of Australia"
31106133019,3,30,0,"Major Cities of Australia"
31106133020,1,4,0,"Major Cities of Australia"
31106133021,1,5,0,"Major Cities of Australia"
31106133022,1,8,0,"Major Cities of Australia"
31106133023,1,5,0,"Major Cities of Australia"
31106133024,2,11,0,"Major Cities of Australia"
31106133025,NA,NA,0,"Major Cities of Australia"
31106133026,2,13,0,"Major Cities of Australia"
31106133101,1,6,0,"Major Cities of Australia"
31106133101,1,6,0,"Major Cities of Australia"
31106133102,1,2,0,"Major Cities of Australia"
31106133103,2,20,0,"Major Cities of Australia"
31106133104,1,2,0,"Major Cities of Australia"
31106133105,1,4,0,"Major Cities of Australia"
31106133106,1,2,0,"Major Cities of Australia"
31106133106,1,2,0,"Major Cities of Australia"
31106133107,1,1,0,"Major Cities of Australia"
31106133108,1,1,0,"Major Cities of Australia"
31106133109,1,1,0,"Major Cities of Australia"
31106133110,1,2,0,"Major Cities of Australia"
31106133111,1,1,0,"Major Cities of Australia"
31106133112,1,9,0,"Major Cities of Australia"
31106133113,1,10,0,"Major Cities of Australia"
31106133114,1,8,0,"Major Cities of Australia"
31106133115,1,8,0,"Major Cities of Australia"
31106133201,6,57,0,"Major Cities of Australia"
31106133202,6,58,0,"Major Cities of Australia"
31106133203,5,50,0,"Major Cities of Australia"
31106133204,7,70,0,"Major Cities of Australia"
31106133205,4,40,0,"Major Cities of Australia"
31106133206,8,74,0,"Major Cities of Australia"
31106133207,9,81,0,"Major Cities of Australia"
31106133208,9,89,0,"Major Cities of Australia"
31106133209,4,39,0,"Major Cities of Australia"
31106133210,7,61,0,"Major Cities of Australia"
31106133211,8,77,0,"Major Cities of Australia"
31106133212,10,97,0,"Major Cities of Australia"
31106133213,9,85,0,"Major Cities of Australia"
31106133214,10,91,0,"Major Cities of Australia"
31106133215,8,73,0,"Major Cities of Australia"
31106133216,9,84,0,"Major Cities of Australia"
31106133217,8,76,0,"Major Cities of Australia"
31106133218,5,43,0,"Major Cities of Australia"
31106133219,10,93,0,"Major Cities of Australia"
31106133220,9,88,0,"Major Cities of Australia"
31106133221,8,77,0,"Major Cities of Australia"
31106133222,8,75,0,"Major Cities of Australia"
31106133223,5,45,0,"Major Cities of Australia"
31106133224,4,31,0,"Major Cities of Australia"
31106133225,5,49,0,"Major Cities of Australia"
31106133226,8,80,0,"Major Cities of Australia"
31106133227,10,98,0,"Major Cities of Australia"
31106133228,9,83,0,"Major Cities of Australia"
31106133229,10,93,0,"Major Cities of Australia"
31106133230,5,46,0,"Major Cities of Australia"
31106133231,6,52,0,"Major Cities of Australia"
31106133232,6,57,0,"Major Cities of Australia"
31106133233,6,52,0,"Major Cities of Australia"
31106133234,6,60,0,"Major Cities of Australia"
31106133235,9,83,0,"Major Cities of Australia"
31106133236,8,74,0,"Major Cities of Australia"
31106133237,9,83,0,"Major Cities of Australia"
31106133237,9,83,0,"Major Cities of Australia"
31106133238,7,69,0,"Major Cities of Australia"
31106133239,8,76,0,"Major Cities of Australia"
31106133240,8,78,0,"Major Cities of Australia"
31106133301,6,60,0,"Major Cities of Australia"
31106133302,5,43,0,"Major Cities of Australia"
31106133303,5,50,0,"Major Cities of Australia"
31106133304,3,27,0,"Major Cities of Australia"
31106133305,NA,NA,0,"Major Cities of Australia"
31106133306,1,7,0,"Major Cities of Australia"
31106133307,1,2,0,"Major Cities of Australia"
31106133308,3,22,0,"Major Cities of Australia"
31106133309,2,17,0,"Major Cities of Australia"
31106133310,2,14,0,"Major Cities of Australia"
31106133311,1,6,0,"Major Cities of Australia"
31106133312,1,7,0,"Major Cities of Australia"
31106133313,4,35,0,"Major Cities of Australia"
31106133314,1,8,0,"Major Cities of Australia"
31106133315,2,19,0,"Major Cities of Australia"
31106133316,2,19,0,"Major Cities of Australia"
31106133317,2,15,0,"Major Cities of Australia"
31106133318,3,24,0,"Major Cities of Australia"
31106133319,1,6,0,"Major Cities of Australia"
31106133320,4,32,0,"Major Cities of Australia"
31106133321,1,8,0,"Major Cities of Australia"
31106133322,1,3,0,"Major Cities of Australia"
31106133323,1,9,0,"Major Cities of Australia"
31106133324,1,7,0,"Major Cities of Australia"
31106133325,1,5,0,"Major Cities of Australia"
31106133326,1,4,0,"Major Cities of Australia"
31106133326,1,4,0,"Major Cities of Australia"
31106133327,2,14,0,"Major Cities of Australia"
31106133327,2,14,0,"Major Cities of Australia"
31106133401,7,61,0,"Major Cities of Australia"
31106133402,8,72,0,"Major Cities of Australia"
31106133403,6,52,0,"Major Cities of Australia"
31106133404,8,77,0,"Major Cities of Australia"
31106133405,6,56,0,"Major Cities of Australia"
31106133406,5,47,0,"Major Cities of Australia"
31106133407,8,75,0,"Major Cities of Australia"
31106133408,8,74,0,"Major Cities of Australia"
31106133409,8,72,0,"Major Cities of Australia"
31106133410,8,73,0,"Major Cities of Australia"
31106133410,8,73,0,"Major Cities of Australia"
31106133411,10,92,0,"Major Cities of Australia"
31106133412,10,97,0,"Major Cities of Australia"
31106133413,7,68,0,"Major Cities of Australia"
31106133414,7,68,0,"Major Cities of Australia"
31106133415,8,73,0,"Major Cities of Australia"
31106133416,9,84,0,"Major Cities of Australia"
31106133417,5,42,0,"Major Cities of Australia"
31106133418,7,61,0,"Major Cities of Australia"
31106133419,5,48,0,"Major Cities of Australia"
31106133420,4,38,0,"Major Cities of Australia"
31106133421,8,76,0,"Major Cities of Australia"
31106133422,8,71,0,"Major Cities of Australia"
31106133501,9,82,0,"Major Cities of Australia"
31106133502,2,20,0,"Major Cities of Australia"
31106133503,7,66,0,"Major Cities of Australia"
31106133504,5,42,0,"Major Cities of Australia"
31106133505,9,89,0,"Major Cities of Australia"
31106133506,NA,NA,0,"Major Cities of Australia"
31106133507,10,93,0,"Major Cities of Australia"
31106133508,8,80,0,"Major Cities of Australia"
31106133509,9,82,0,"Major Cities of Australia"
31106133510,9,86,0,"Major Cities of Australia"
31106133511,6,54,0,"Major Cities of Australia"
31106133512,7,68,0,"Major Cities of Australia"
31106133513,5,44,0,"Major Cities of Australia"
31106133601,1,2,0,"Major Cities of Australia"
31106133602,1,1,0,"Major Cities of Australia"
31106133603,1,1,0,"Major Cities of Australia"
31106133604,1,3,0,"Major Cities of Australia"
31106133605,1,2,0,"Major Cities of Australia"
31106133606,1,4,0,"Major Cities of Australia"
31106133607,1,8,0,"Major Cities of Australia"
31106133608,2,19,0,"Major Cities of Australia"
31106133609,1,9,0,"Major Cities of Australia"
31106133610,1,10,0,"Major Cities of Australia"
31106133611,1,8,0,"Major Cities of Australia"
31106133612,1,5,0,"Major Cities of Australia"
31106133613,1,2,0,"Major Cities of Australia"
31106133614,1,2,0,"Major Cities of Australia"
31106133615,1,5,0,"Major Cities of Australia"
31106133616,2,14,0,"Major Cities of Australia"
31106133617,2,13,0,"Major Cities of Australia"
31106133618,1,2,0,"Major Cities of Australia"
31106133619,1,4,0,"Major Cities of Australia"
31106133620,1,4,0,"Major Cities of Australia"
31106133621,2,12,0,"Major Cities of Australia"
31106133622,1,1,0,"Major Cities of Australia"
31106133623,1,4,0,"Major Cities of Australia"
31106133624,1,4,0,"Major Cities of Australia"
31106133625,1,8,0,"Major Cities of Australia"
31106133626,1,4,0,"Major Cities of Australia"
31106133627,1,2,0,"Major Cities of Australia"
31106133628,1,3,0,"Major Cities of Australia"
31106133629,1,2,0,"Major Cities of Australia"
31106133630,1,5,0,"Major Cities of Australia"
31106133631,1,5,0,"Major Cities of Australia"
31201133701,5,43,2,"Outer Regional Australia"
31201133702,4,32,2,"Outer Regional Australia"
31201133703,4,35,2,"Outer Regional Australia"
31201133704,7,65,2,"Outer Regional Australia"
31201133705,3,27,2,"Outer Regional Australia"
31201133706,2,16,2,"Outer Regional Australia"
31201133707,3,21,2,"Outer Regional Australia"
31201133708,2,20,2,"Outer Regional Australia"
31201133709,2,13,2,"Outer Regional Australia"
31201133710,2,12,2,"Outer Regional Australia"
31201133711,2,20,2,"Outer Regional Australia"
31201133712,2,18,2,"Outer Regional Australia"
31201133713,4,39,2,"Outer Regional Australia"
31201133714,2,20,2,"Outer Regional Australia"
31201133715,7,61,2,"Outer Regional Australia"
31201133716,3,29,2,"Outer Regional Australia"
31201133717,3,29,2,"Outer Regional Australia"
31201133718,4,33,2,"Outer Regional Australia"
31201133719,1,8,2,"Outer Regional Australia"
31201133720,2,12,2,"Outer Regional Australia"
31201133721,1,5,2,"Outer Regional Australia"
31201133801,8,73,2,"Outer Regional Australia"
31201133802,9,82,3,"Remote Australia"
31201133803,9,81,3,"Remote Australia"
31201133804,8,77,2,"Outer Regional Australia"
31201133805,8,77,2,"Outer Regional Australia"
31201133806,9,83,2,"Outer Regional Australia"
31201133807,7,62,3,"Remote Australia"
31201133808,3,30,3,"Remote Australia"
31201133809,4,35,2,"Outer Regional Australia"
31201133810,5,43,2,"Outer Regional Australia"
31201133811,3,23,2,"Outer Regional Australia"
31201133812,5,50,3,"Remote Australia"
31201133812,5,50,3,"Remote Australia"
31201133813,9,83,2,"Outer Regional Australia"
31201133814,9,87,2,"Outer Regional Australia"
31201133815,5,46,2,"Outer Regional Australia"
31201133816,6,53,2,"Outer Regional Australia"
31201133817,8,77,2,"Outer Regional Australia"
31201133818,6,54,2,"Outer Regional Australia"
31201133819,8,71,2,"Outer Regional Australia"
31201133820,8,75,3,"Remote Australia"
31201133821,2,19,3,"Remote Australia"
31201133822,9,89,3,"Remote Australia"
31201133823,7,68,3,"Remote Australia"
31201133824,9,86,3,"Remote Australia"
31201133825,NA,NA,3,"Remote Australia"
31201133826,3,24,2,"Outer Regional Australia"
31201133827,NA,NA,4,"Very Remote Australia"
31201133828,6,56,3,"Remote Australia"
31201133901,3,25,3,"Remote Australia"
31201133902,7,69,3,"Remote Australia"
31201133903,9,90,3,"Remote Australia"
31201133904,3,30,3,"Remote Australia"
31201133905,8,73,3,"Remote Australia"
31201133906,7,62,3,"Remote Australia"
31201133907,6,55,3,"Remote Australia"
31201133908,8,73,3,"Remote Australia"
31201133908,8,73,3,"Remote Australia"
31201133909,7,69,4,"Very Remote Australia"
31201134001,2,19,3,"Remote Australia"
31201134002,1,9,3,"Remote Australia"
31201134003,2,15,3,"Remote Australia"
31201134004,2,19,3,"Remote Australia"
31201134005,5,44,3,"Remote Australia"
31201134006,3,21,3,"Remote Australia"
31201134007,3,27,3,"Remote Australia"
31201134008,6,54,3,"Remote Australia"
31201134008,6,54,3,"Remote Australia"
31201134009,3,21,2,"Outer Regional Australia"
31201134010,3,23,2,"Outer Regional Australia"
31201134011,2,18,2,"Outer Regional Australia"
31201134012,5,43,2,"Outer Regional Australia"
31201134013,5,41,2,"Outer Regional Australia"
31201134014,NA,NA,3,"Remote Australia"
31201134015,4,35,2,"Outer Regional Australia"
31201134101,NA,NA,2,"Outer Regional Australia"
31201134102,10,96,2,"Outer Regional Australia"
31201134103,8,72,2,"Outer Regional Australia"
31201134104,10,98,2,"Outer Regional Australia"
31201134105,9,82,2,"Outer Regional Australia"
31201134106,6,56,2,"Outer Regional Australia"
31201134107,6,60,2,"Outer Regional Australia"
31201134108,9,81,2,"Outer Regional Australia"
31201134109,8,79,2,"Outer Regional Australia"
31201134110,6,57,2,"Outer Regional Australia"
31201134111,3,22,2,"Outer Regional Australia"
31201134112,7,69,2,"Outer Regional Australia"
31201134113,7,68,2,"Outer Regional Australia"
31201134114,6,58,2,"Outer Regional Australia"
31201134115,10,93,2,"Outer Regional Australia"
31201134116,10,95,2,"Outer Regional Australia"
31201134117,6,54,2,"Outer Regional Australia"
31201134118,7,62,2,"Outer Regional Australia"
31201134119,7,61,2,"Outer Regional Australia"
31201134120,5,41,2,"Outer Regional Australia"
31201134121,9,90,2,"Outer Regional Australia"
31201134122,7,68,2,"Outer Regional Australia"
31202134201,8,72,1,"Inner Regional Australia"
31202134202,7,67,1,"Inner Regional Australia"
31202134203,5,47,1,"Inner Regional Australia"
31202134204,6,57,1,"Inner Regional Australia"
31202134205,7,62,1,"Inner Regional Australia"
31202134206,8,80,1,"Inner Regional Australia"
31202134207,6,54,1,"Inner Regional Australia"
31202134208,NA,NA,1,"Inner Regional Australia"
31202134209,5,46,1,"Inner Regional Australia"
31202134210,4,39,1,"Inner Regional Australia"
31202134211,7,68,1,"Inner Regional Australia"
31202134212,7,62,1,"Inner Regional Australia"
31202134213,3,24,1,"Inner Regional Australia"
31202134214,6,57,1,"Inner Regional Australia"
31202134215,9,81,1,"Inner Regional Australia"
31202134216,5,49,1,"Inner Regional Australia"
31202134217,7,62,1,"Inner Regional Australia"
31202134218,5,45,1,"Inner Regional Australia"
31202134219,6,55,1,"Inner Regional Australia"
31202134220,3,28,1,"Inner Regional Australia"
31202134221,3,21,1,"Inner Regional Australia"
31202134222,2,12,1,"Inner Regional Australia"
31202134223,8,79,1,"Inner Regional Australia"
31202134224,6,60,1,"Inner Regional Australia"
31202134225,5,42,1,"Inner Regional Australia"
31202134226,6,57,1,"Inner Regional Australia"
31202134227,8,75,1,"Inner Regional Australia"
31202134228,4,37,1,"Inner Regional Australia"
31202134229,8,73,1,"Inner Regional Australia"
31202134230,5,45,1,"Inner Regional Australia"
31202134231,2,18,1,"Inner Regional Australia"
31202134232,8,72,1,"Inner Regional Australia"
31202134233,4,33,1,"Inner Regional Australia"
31202134234,5,42,1,"Inner Regional Australia"
31202134301,7,61,1,"Inner Regional Australia"
31202134302,5,44,1,"Inner Regional Australia"
31202134303,NA,NA,3,"Remote Australia"
31202134304,8,77,1,"Inner Regional Australia"
31202134305,10,97,1,"Inner Regional Australia"
31202134306,NA,NA,1,"Inner Regional Australia"
31202134307,2,20,1,"Inner Regional Australia"
31202134308,2,15,1,"Inner Regional Australia"
31202134309,7,63,1,"Inner Regional Australia"
31202134310,5,43,1,"Inner Regional Australia"
31202134311,9,85,1,"Inner Regional Australia"
31202134312,2,19,1,"Inner Regional Australia"
31202134401,7,67,1,"Inner Regional Australia"
31202134402,8,75,1,"Inner Regional Australia"
31202134403,6,60,1,"Inner Regional Australia"
31202134404,9,88,1,"Inner Regional Australia"
31202134405,9,84,1,"Inner Regional Australia"
31202134406,8,80,1,"Inner Regional Australia"
31202134407,10,92,1,"Inner Regional Australia"
31202134408,7,67,1,"Inner Regional Australia"
31202134409,9,83,1,"Inner Regional Australia"
31202134410,9,90,1,"Inner Regional Australia"
31202134411,10,94,1,"Inner Regional Australia"
31202134412,8,75,1,"Inner Regional Australia"
31202134413,9,84,1,"Inner Regional Australia"
31202134414,8,80,1,"Inner Regional Australia"
31202134415,5,45,1,"Inner Regional Australia"
31202134416,9,83,1,"Inner Regional Australia"
31202134417,10,93,1,"Inner Regional Australia"
31202134418,9,90,1,"Inner Regional Australia"
31202134419,10,94,1,"Inner Regional Australia"
31202134420,9,82,1,"Inner Regional Australia"
31202134501,NA,NA,2,"Outer Regional Australia"
31202134601,4,35,1,"Inner Regional Australia"
31202134602,4,33,1,"Inner Regional Australia"
31202134603,1,10,1,"Inner Regional Australia"
31202134604,2,11,1,"Inner Regional Australia"
31202134605,2,20,1,"Inner Regional Australia"
31202134606,2,18,1,"Inner Regional Australia"
31202134607,2,19,1,"Inner Regional Australia"
31202134608,3,24,1,"Inner Regional Australia"
31202134609,3,25,1,"Inner Regional Australia"
31202134610,6,53,1,"Inner Regional Australia"
31202134701,9,90,1,"Inner Regional Australia"
31202134801,7,61,1,"Inner Regional Australia"
31202134802,7,61,1,"Inner Regional Australia"
31202134803,5,48,1,"Inner Regional Australia"
31202134804,9,86,1,"Inner Regional Australia"
31202134805,7,69,1,"Inner Regional Australia"
31202134806,8,78,1,"Inner Regional Australia"
31202134807,9,88,1,"Inner Regional Australia"
31202134808,7,67,1,"Inner Regional Australia"
31202134809,10,98,1,"Inner Regional Australia"
31202134810,7,63,1,"Inner Regional Australia"
31202134811,7,63,1,"Inner Regional Australia"
31202134812,10,91,1,"Inner Regional Australia"
31202134813,6,53,1,"Inner Regional Australia"
31202134814,9,83,1,"Inner Regional Australia"
31202134815,10,92,1,"Inner Regional Australia"
31202134816,9,85,2,"Outer Regional Australia"
31202134817,8,76,1,"Inner Regional Australia"
31202134818,8,75,1,"Inner Regional Australia"
31202134819,7,68,2,"Outer Regional Australia"
31202134820,9,85,2,"Outer Regional Australia"
31202134821,8,77,1,"Inner Regional Australia"
31202134822,9,88,1,"Inner Regional Australia"
31202134823,10,93,1,"Inner Regional Australia"
31202134824,9,81,1,"Inner Regional Australia"
31202134825,10,97,1,"Inner Regional Australia"
31202134901,9,89,1,"Inner Regional Australia"
31202134902,4,32,1,"Inner Regional Australia"
31202134903,7,67,1,"Inner Regional Australia"
31202134904,5,42,1,"Inner Regional Australia"
31202134905,1,5,1,"Inner Regional Australia"
31202134906,4,38,1,"Inner Regional Australia"
31202134907,2,16,1,"Inner Regional Australia"
31202134908,4,37,1,"Inner Regional Australia"
31202134909,2,20,1,"Inner Regional Australia"
31202134910,5,42,1,"Inner Regional Australia"
31202134911,6,55,1,"Inner Regional Australia"
31202134912,3,25,1,"Inner Regional Australia"
31202134913,3,22,1,"Inner Regional Australia"
31202134914,5,48,1,"Inner Regional Australia"
31202134915,4,35,1,"Inner Regional Australia"
31202134916,3,29,1,"Inner Regional Australia"
31202134917,4,34,1,"Inner Regional Australia"
31202134918,3,25,1,"Inner Regional Australia"
31202134919,NA,NA,1,"Inner Regional Australia"
31202135001,4,37,1,"Inner Regional Australia"
31202135002,4,33,1,"Inner Regional Australia"
31202135002,4,33,1,"Inner Regional Australia"
31202135003,3,28,1,"Inner Regional Australia"
31202135004,2,11,1,"Inner Regional Australia"
31202135005,10,96,1,"Inner Regional Australia"
31202135006,7,63,1,"Inner Regional Australia"
31202135007,6,57,1,"Inner Regional Australia"
31202135008,7,64,1,"Inner Regional Australia"
31202135009,8,79,1,"Inner Regional Australia"
31202135010,6,59,1,"Inner Regional Australia"
31202135101,3,21,2,"Outer Regional Australia"
31202135102,3,28,2,"Outer Regional Australia"
31202135103,2,12,2,"Outer Regional Australia"
31202135104,5,48,2,"Outer Regional Australia"
31202135105,4,37,2,"Outer Regional Australia"
31202135106,4,39,2,"Outer Regional Australia"
31202135107,6,56,2,"Outer Regional Australia"
31202135108,6,53,2,"Outer Regional Australia"
31202135109,8,72,2,"Outer Regional Australia"
31202135110,6,54,2,"Outer Regional Australia"
31202135111,9,88,2,"Outer Regional Australia"
31202135112,8,75,2,"Outer Regional Australia"
31202135113,2,18,2,"Outer Regional Australia"
31202135114,6,59,2,"Outer Regional Australia"
31202135115,2,17,2,"Outer Regional Australia"
31202135201,6,52,2,"Outer Regional Australia"
31202135202,NA,NA,4,"Very Remote Australia"
31202135203,4,38,2,"Outer Regional Australia"
31202135204,4,38,2,"Outer Regional Australia"
31202135205,2,20,2,"Outer Regional Australia"
31202135206,3,29,2,"Outer Regional Australia"
31202135207,1,8,2,"Outer Regional Australia"
31202135208,2,15,2,"Outer Regional Australia"
31202135209,2,13,2,"Outer Regional Australia"
31202135210,2,17,2,"Outer Regional Australia"
31202135211,3,24,2,"Outer Regional Australia"
31202135212,6,55,2,"Outer Regional Australia"
31202135213,5,49,2,"Outer Regional Australia"
31202135214,5,43,2,"Outer Regional Australia"
31202135215,4,39,2,"Outer Regional Australia"
31202135216,5,48,2,"Outer Regional Australia"
31202135217,6,53,2,"Outer Regional Australia"
31202135218,3,26,2,"Outer Regional Australia"
31202135219,5,44,2,"Outer Regional Australia"
31202135220,5,48,2,"Outer Regional Australia"
31202135221,8,79,2,"Outer Regional Australia"
31202135222,7,66,2,"Outer Regional Australia"
31202135223,4,33,2,"Outer Regional Australia"
31202135224,7,69,2,"Outer Regional Australia"
31202135225,NA,NA,2,"Outer Regional Australia"
31202135226,4,35,2,"Outer Regional Australia"
31202135301,4,36,2,"Outer Regional Australia"
31202135302,4,35,2,"Outer Regional Australia"
31202135303,4,39,2,"Outer Regional Australia"
31202135304,NA,NA,3,"Remote Australia"
31202135305,NA,NA,3,"Remote Australia"
31202135306,4,32,2,"Outer Regional Australia"
31202135307,3,21,2,"Outer Regional Australia"
31202135308,2,13,2,"Outer Regional Australia"
31202135309,5,48,2,"Outer Regional Australia"
31202135310,9,81,2,"Outer Regional Australia"
31202135311,9,85,2,"Outer Regional Australia"
31202135311,9,85,2,"Outer Regional Australia"
31202135312,4,33,2,"Outer Regional Australia"
31202135313,8,79,2,"Outer Regional Australia"
31202135314,6,55,2,"Outer Regional Australia"
31202135315,4,40,2,"Outer Regional Australia"
