"SA1_CODE21","value","min","max"
"30101100101",61.9563492410526,60.3610525936129,63.8887836155395
"30101100102",58.9695178637876,58.969516919825,58.9695194808779
"30101100103",61.4963876972387,59.5578714117631,62.034180134023
"30101100104",68.1439881052641,68.1107981107621,68.6712180130347
"30101100105",67.3030493252278,64.5344823494369,68.2264266656912
"30101100106",64.3235763416367,64.3235711170532,64.3236966163992
"30101100107",64.9546512393765,64.9546491131128,64.9550114038689
"30101100108",66.2989846072469,66.2986573453652,66.2989877481398
"30101100109",63.3440536403742,63.3440482438901,65.022671788144
"30101100110",63.7101207789249,63.7101206305531,63.7101227949475
"30101100111",62.2382417473718,62.2382330136422,62.2382418556531
"30101100112",60.2188995941206,60.2188995940992,60.2188997787553
"30101100113",60.1693246349932,60.169318628226,60.1693246349932
"30101100114",61.4776595713879,61.4776559390837,61.5082233341562
"30101100115",60.0152556153204,60.0152492872627,60.0152558170817
"30101100116",58.6585616370141,58.1316608296222,58.6587129970982
"30101100117",56.8691132775188,56.8686979035028,56.8691169644101
"30101100118",57.2128380852449,57.2128350261261,57.2128402872459
"30101100119",58.2876343722419,58.2876335866799,58.2876352943394
"30101100120",55.9967751529713,55.9967751307042,55.9967795894112
"30101100121",55.3288480207574,55.328846314534,55.335069069027
"30101100122",55.3237259629555,55.3237230718218,55.3237282282602
"30101100123",57.9610485517377,57.961048379742,57.9610525476817
"30101100124",57.7538682877306,57.638404009362,57.7538721995729
"30101100125",60.1115007574508,60.1114963925856,60.1115016498585
"30101100126",59.2060978766482,59.2060959770908,59.2060995096363
"30101100127",59.4320967341117,59.4320962811249,59.4320994971548
"30101100128",60.6942193472044,60.694215165943,61.0049897025244
"30101100129",60.0148454744378,60.0148443525482,60.0148477865033
"30101100130",63.4711802181426,63.4711800775304,63.4711820328387
"30101100131",61.6274820009907,61.627480496778,61.6274824001047
"30101100132",63.4202960666105,63.4202959388019,63.420303483023
"30101100133",62.3524217374118,62.3524214107729,62.3524242981306
"30101100134",57.5597916186006,57.559788128714,57.5597939671792
"30101100135",59.3715226230129,59.3715219894744,59.3715295089085
"30101100136",57.0853892546708,57.0853885479428,57.0853943825369
"30101100137",59.2447729055803,59.2447719343406,59.2447786383759
"30101100138",58.2473869148012,58.2473859833743,58.2473911232729
