"SA2_CODE11","median_time_to_acute_care","min_time_to_acute_care","max_time_to_acute_care","median_time_to_rehab_care","min_time_to_rehab_care","max_time_to_rehab_care","iTRAQI_index"
301011001,60.5394920568968,55.5287699079713,69.0608492086484,32.373167838404,30.2865378687422,35.9441181253053,"2A"
301011002,36.0620453775964,28.2269299413154,49.9838485279466,22.9589530932683,19.3014446010369,29.4879545720152,"1A"
301011003,59.1618695097694,49.77170940064,63.3243298202943,33.1463106836619,29.0019081500782,36.1473145202135,"1A"
301011004,51.3532027969926,44.9251101295196,59.1403902875497,28.7309736595009,26.1764054186211,31.2392638275581,"1A"
301011005,54.2985658302213,50.1701159121578,57.0875467854372,32.0234075267305,30.0201367958855,33.0782965729481,"1A"
301011006,67.2645074561533,63.9678332396361,73.5483667851002,36.9407911453888,34.9106486263867,41.1781007622243,"2A"
301021007,79.3622968224318,69.9164044276116,88.3511900061901,38.4017824046328,34.9110132697966,45.1014278574174,"2A"
301021008,74.2159581956632,70.6451919296713,76.9022170559261,38.860025436033,36.5205589665372,40.886452240714,"2A"
301021009,77.2102177569415,50.379171187961,86.4205489767499,42.4647933826708,33.3922056393561,46.6925137311077,"2A"
301021010,115.703395872537,69.4593994951311,123.802741560106,81.6783058742699,44.0329729001515,101.555531021076,"2B"
301021011,46.8935032811659,40.9141539790166,62.8067941172465,29.8188279730709,25.7371982381987,33.3853241032241,"1A"
301021012,74.5250019452268,57.7849158115166,87.3731772739214,35.8049102642009,31.2579217962145,38.9191151884431,"2A"
301021013,87.7076507496161,64.4388239133536,99.1551957176679,40.3837255557714,34.4498203536582,43.5515817255319,"2A"
301031014,48.2710762774728,33.4394589854724,72.9387240359783,35.5374408452775,23.6346759969194,55.1475075103283,"1A"
301031015,48.4985694640084,46.1578784091075,50.8247387340825,30.6365335349431,29.1604947841913,31.9903023714995,"1A"
301031016,42.9256639470639,37.5037758047845,46.2897040371141,27.4228658024587,24.3392879371647,29.0912394760189,"1A"
301031017,21.739817843757,19.292920908505,31.0144942709089,16.4431212795279,15.2560174818543,22.7144398766075,"1A"
301031018,31.8883784388345,24.7297468038622,38.565063919136,21.2764893644849,17.7683197277354,25.1315025701075,"1A"
301031019,38.0378214080395,35.0020249887525,43.0811987499619,24.2501595680453,22.6611537981717,26.7951578704166,"1A"
301031020,43.3599866035447,39.197615653691,47.8349121890457,29.0034050526797,26.7683755496416,30.9791496831789,"1A"
301031021,37.4708760637924,27.9315693054439,42.0900327996897,25.2614151265535,20.4394588113238,27.6750385306318,"1A"
302011022,30.764589192283,26.4852069060187,36.4459513220503,26.2631175085348,23.1724339758986,30.6696900947555,"1A"
302011023,22.6723267245398,19.9514366058006,27.3093013303839,19.6891725434255,18.0527599608491,23.5689231313538,"1A"
302011024,24.0739369262231,21.8775658967001,25.8121494875691,21.3048414720365,19.6935630316536,22.6249351163974,"1A"
302011025,15.140901292334,13.0974860493395,18.7217999972317,14.384140328933,12.9522030540029,16.6675231409158,"1A"
302011026,18.0619649972473,15.8887398844,21.113919340093,16.5069350107435,14.9151158348595,18.4548608613725,"1A"
302021027,20.0472448931192,18.046510309323,22.1563190954223,18.4412551233825,17.1285445583404,20.0326792388879,"1A"
302021028,15.8164810505461,14.5833309449775,17.6844296995348,15.5572467620407,14.6965188772328,16.8616604420595,"1A"
302021029,16.5550911633806,14.8119430100368,18.1032960250067,15.7993384323405,14.7226300013913,16.9664180421662,"1A"
302021030,19.7067392213468,18.213283800595,22.1945433015038,18.3162054512939,17.2682995137645,20.0310258693648,"1A"
302021031,10.7585052200336,7.06797876114445,13.8621849313336,12.0176465452483,9.5777321292237,14.1905985977309,"1A"
302021032,10.989413261585,8.53355701326024,13.416049756718,12.0967144371803,10.4494245948559,13.3564551413667,"1A"
302021033,13.7333834727221,11.6525101757981,15.4691344965047,13.9764105112096,12.586006694968,14.8688408286362,"1A"
302021034,16.1771550108085,13.1858591525108,18.5594372128604,15.7859181188963,13.7263864220606,17.4050149949884,"1A"
302031035,26.5348464182916,23.8595306071154,31.3914510070202,23.0259645631045,21.2845243580932,26.7403568345642,"1A"
302031036,32.290051667178,17.3931217181891,43.8878067233913,25.2959710375588,15.1498275922338,33.3363167598586,"1A"
302031037,18.9637126092692,14.137280094162,28.8024602089712,15.7313696141168,13.0161728163171,21.8850637049668,"1A"
302031038,20.327551756828,18.1265085491673,23.4272940876278,18.3395708449872,16.8340413034507,20.8063964712971,"1A"
302031039,25.3800625360091,22.6614070069172,34.0761357729463,21.6948934555061,19.7652243027851,28.0724973003746,"1A"
302031040,15.8695819401343,13.5819936224264,18.6069913593347,15.2995780018903,13.8927166612023,16.8319376897443,"1A"
302041041,29.3765072657027,27.4100001565588,32.7970813074232,25.3957441171904,23.9366219740909,27.9593073142103,"1A"
302041042,34.9108705548879,32.7343476585862,37.9657477728737,29.5187288613744,27.9263583711024,31.8078206030254,"1A"
302041043,30.2751530436362,28.9519756085745,31.8558620377184,26.0424520369625,25.0959438726339,27.2021874606926,"1A"
302041044,33.2616167196745,31.6930305890607,34.2674608168036,28.1634181689958,27.1468461146978,29.0244056770858,"1A"
302041045,25.630128636362,23.6896209044399,28.4484957525646,22.6422280777076,21.21989576216,24.7371927823172,"1A"
302041046,22.6239769803018,20.8252063073272,24.4315905773188,20.4378796920155,19.1185174220859,21.7384892449729,"1A"
303011047,18.3485292087075,15.2844777451194,20.5536740404538,13.9627217735747,12.2751246366533,14.9667242896958,"1A"
303011048,18.4502512348902,16.9242185867802,25.288049214761,14.5113080852523,13.5993589801587,17.727305533826,"1A"
303011049,21.3403961823527,19.4724906856996,28.0999875887686,15.5174919791476,14.8278655698525,18.9879462180187,"1A"
303011050,22.2149272627422,20.8738322664604,23.8903795495725,15.7963251701904,15.1647155164932,16.6406248648339,"1A"
303011051,27.4100782293675,24.0891220096647,30.4851041414032,18.5237414005237,16.8117420294218,19.878474670753,"1A"
303021052,15.6651450728329,13.6895778072929,17.3350621841125,12.2387171519966,11.1552826817709,13.1840884771091,"1A"
303021053,15.7101241645551,12.8761170192968,19.7385795076176,12.4022015263535,10.8852591733462,14.4779976244015,"1A"
303021054,13.9088541204535,11.7476406939213,15.2360620010179,11.2608057571502,10.0968653716245,11.9935007121434,"1A"
303021055,15.7704225238946,13.8397711755045,17.2366626814008,12.3212904514097,11.2969268500507,13.1198568971558,"1A"
303021056,20.090150834051,17.3108684823713,22.150813951427,14.6554621435265,13.1643308726717,15.7304637673216,"1A"
303021057,20.3540681111037,17.5395174457764,21.8757096246406,14.8185323890368,13.2840009664194,15.6998228523508,"1A"
303021058,12.4171074709572,11.2206723275253,13.7049614942498,10.5275480095054,9.84481093839804,11.1946836571489,"1A"
303021059,16.6671294767541,14.8886262563061,19.579597657158,12.8031979587499,11.797620916783,14.5159571422899,"1A"
303031060,29.252284337454,27.7952427488484,32.551382513267,20.1481207123633,19.3205462221422,22.0091902506867,"1A"
303031061,26.2705401571109,24.4956381403289,27.8059243785291,18.332724225814,17.2660612308221,19.1732626860435,"1A"
303031062,26.8385254315514,25.3506186153853,30.3995548782834,18.1897026716516,17.3560511406422,19.8657115698089,"1A"
303031063,23.6255379786333,21.6123566985373,25.6735906884792,16.5632665406854,15.5329778415878,17.631280550514,"1A"
303031064,33.4307002091045,30.3478741182648,45.3875534387374,22.0502991655869,20.0697232648515,26.3564385888703,"1A"
303031065,25.8960625186468,23.0455427452961,27.5285955139711,18.0037775599561,16.4099205623454,18.91440530074,"1A"
303031066,28.3697090795717,26.9039945049815,30.1174558246035,19.1908696694584,18.2938329753129,19.9089267041815,"1A"
303041067,23.9008727212026,22.9239439399115,25.3439521522263,17.1439211532236,16.5757902982654,18.0890977084078,"1A"
303041068,18.9274016904137,17.4994751279719,20.4026809321175,14.118986821174,13.2836090327481,15.0235549774011,"1A"
303041069,24.7085649248345,23.9010844283688,25.6410634885816,17.5193854329902,17.0807264757709,18.1378695869272,"1A"
303041070,21.7201654796695,19.8397415385905,24.1941337381656,15.827137599043,14.645595480889,17.1343963107112,"1A"
303041071,18.4907378980217,16.5608041677812,20.6988999355971,13.8409795302338,12.741602383422,15.0632878138507,"1A"
303051072,30.1705044569872,28.5116939590692,31.7353600951005,21.5534601143442,20.3596094584706,22.6922947129831,"1A"
303051073,32.0920351768815,29.7626667966604,36.4678398010176,22.716410176626,21.1950343119339,25.7857637657073,"1A"
303051074,32.4170322264674,25.2102675588649,35.5814106492485,23.0334711644893,18.0304815732648,25.4991089859208,"1A"
303051075,33.5156172720281,32.0356048786815,36.4143368025277,23.9997715379756,22.915253880749,26.0573203996544,"1A"
303051076,25.515576438404,19.7201177095224,27.6260137850687,18.3182272051022,14.595057683572,19.747975392238,"1A"
303061077,32.2167399870507,31.5793889828973,33.3185387258981,22.2296181723661,21.6639899038391,23.0567684392707,"1A"
303061078,30.3351385014046,28.1211606834705,31.3382146978856,21.1826177061886,19.7000752258442,22.0339976638101,"1A"
303061079,26.8045774812929,24.990558944872,27.8680859147178,18.8758214036922,17.9143017181636,19.5885047147157,"1A"
303061080,28.8089344191126,25.7315308991355,30.5643386536457,20.4239434452562,18.3937467140765,21.6357485528277,"1A"
304011081,26.6707245774464,25.0617523096432,29.0554775415035,18.2232359060534,17.2933486026046,19.4947493114066,"1A"
304011082,28.9896445472504,27.4646090713666,30.7885816767775,19.6062773136053,18.7750177373077,20.4274004375652,"1A"
304011083,31.8297770896802,30.7156455236498,33.3716657668338,21.0607695533138,20.5349521053491,21.8387031252057,"1A"
304011084,25.3014535261755,23.5728731695154,27.1563557201395,17.6680905787281,16.5797217670167,18.6669055260777,"1A"
304011085,31.2211837211363,29.4958595510588,31.8085851378914,20.5968569854969,19.6498607976741,20.9283528069093,"1A"
304021086,36.5987739680895,32.7601900616057,40.2152232357042,23.5245582872998,21.4126826083909,25.7298253120947,"1A"
304021087,30.7725408441953,24.0019457200657,54.8405142535217,20.1374916143839,16.6372297836226,30.8818704185903,"1A"
304021088,21.7752341248624,19.6089096981585,23.5681067343113,15.5056721329552,14.3692840929995,16.4169644500499,"1A"
304021089,22.3070632342889,20.730240217228,22.8663371316579,15.9785522398267,14.9910436717482,16.2799607397581,"1A"
304021090,24.2567341727443,22.2955795659452,26.8826720840262,16.7893390027907,15.7696060272132,18.1674973926281,"1A"
304021091,36.8378328439373,27.9423924015076,45.8839165514964,22.9876196149577,18.6594538142118,26.8733463142191,"1A"
304031092,18.703668284264,18.1666147583979,19.9877218841489,13.9275360357937,13.6000488584853,14.6095468014951,"1A"
304031093,21.7921820957591,20.0991255894259,22.8893814855529,15.6956026905106,14.7633728126057,16.3708890438664,"1A"
304031094,17.3930178499819,15.8860326205933,21.3562467327917,13.183599995506,12.3779382701417,15.2946600561338,"1A"
304031095,20.2716793903227,19.0859067374259,21.390244192395,14.7985322177998,14.1573362864251,15.4438038597447,"1A"
304031096,13.7881357173967,12.4760998629667,15.2843526978776,11.2379056975461,10.4964419514315,12.036943951717,"1A"
304031097,15.4013125234608,13.9205928756425,17.2422680297654,12.1542432398847,11.3402487094099,13.1461233928026,"1A"
304041098,12.8251079533651,10.7112079386769,18.4458971552305,12.5276448933419,10.9677234846955,14.8129964534791,"1A"
304041099,39.9851793390538,26.2806007976994,58.5470765217228,25.384949662022,18.183341301613,36.0600694870596,"1A"
304041100,20.4503808833393,18.2554173598697,23.4401665572436,16.5852141503573,15.4006737562167,17.8180065961208,"1A"
304041101,16.9879550287003,15.0158003648276,19.0283518703757,14.7359500699106,13.5355059230992,16.064549382751,"1A"
304041102,19.9880681922133,14.7494845423649,26.3362915517053,14.7219572796789,11.9751886983013,18.0340327348636,"1A"
304041103,21.5821868856442,16.2534308850204,25.4215162934833,16.0477901778116,13.2278851480919,18.2809436259971,"1A"
304041104,28.0034844537265,23.2872616566447,32.4255499979974,20.1704167181354,17.4885386125035,22.2771287668157,"1A"
305011105,7.20685410362904,5.39069849187081,8.93168112070907,7.87249249537882,7.18140783101512,8.65940442061947,"1A"
305011106,4.27523097650226,2.12231376527245,5.44409091458289,6.90648516744812,5.83795874453608,7.34782797596813,"1A"
305011107,11.4227795562568,10.4206940823242,12.1659846915072,9.92599370038988,9.40476831795081,10.3144280739081,"1A"
305011108,9.07329688375273,6.72981082540667,11.0121473270952,8.87468507799451,7.81362337987093,9.82020040682153,"1A"
305011109,8.0357706137961,5.60873782448101,9.95442405808427,8.61922792704263,7.49119609890306,9.47852558495458,"1A"
305011110,9.4071503098402,8.22287727743804,11.165387437335,8.9434694678701,8.34151838309504,9.79290389804646,"1A"
305011111,5.12838518700408,2.98244188246963,5.87693123615526,7.00398188410566,6.15074422696694,7.30587896013549,"1A"
305011112,11.3337558376357,9.62188657892528,12.6170593479159,9.92109860056496,9.11423836023334,10.6458437496825,"1A"
305021113,12.0578753652701,10.7355505274697,14.0711123127607,11.1832968934929,10.5801280891424,12.3798828461162,"1A"
305021114,9.52166738590296,7.5927084009154,11.7728133832794,10.0838032840331,9.12974305377122,11.4406976856886,"1A"
305021115,11.4782548163308,10.157290126275,12.6389818436014,10.120451431282,9.49559271121279,10.7388323200712,"1A"
305021116,10.4480007354342,8.98195568218222,11.9966968494656,10.1931144891216,9.52089189313892,10.808551129888,"1A"
305021117,15.0969303916211,12.2642547111652,18.2559280301576,12.5907379584604,11.0988408123501,14.088866283339,"1A"
