"SA2_CODE21","median_time_to_acute_care","min_time_to_acute_care","max_time_to_acute_care","median_time_to_rehab_care","min_time_to_rehab_care","max_time_to_rehab_care","iTRAQI_index"
301011001,60.1693246349932,55.3237230718218,68.6712180130347,31.8736867435276,29.5000943101737,36.0372490230843,"2A"
301011002,35.5088539484751,28.2470846355757,49.5460941841031,22.5053322770664,19.2401599919821,29.2768623548329,"1A"
301011003,58.7310280735117,49.3418424979333,62.8188441041762,33.3059021868328,28.6358031958945,36.2714227225792,"1A"
301011004,51.0169572876146,45.1220131947574,58.8098177763557,27.5111164800265,25.0599893189781,30.6753845110787,"1A"
301011005,53.7844170071858,49.7257533470701,56.4990482499886,32.0396040301764,29.9383979887998,33.0126294476628,"1A"
301011006,66.7701436842127,63.6137732348262,72.7223423028174,37.2513552526653,34.8462971547632,41.5604540052366,"2A"
301021007,79.0574048483917,69.0949927834609,87.9491095191124,38.9068742481454,34.4568094202137,46.0606420568107,"2A"
301021008,73.531626488319,70.2642730228203,76.4319290503093,39.3928011333262,36.850200710805,41.4154029797011,"2A"
301021009,77.0572238489836,50.4537349477694,85.9711294368232,38.9387965465028,29.0763025634128,42.0776786756559,"2A"
301021011,46.784699628653,40.4779166694598,62.7104098149288,26.4455452423846,22.1722118146797,31.0048482828239,"1A"
301021012,74.4515842351998,57.6004939810585,87.2653821407353,35.4071903163018,29.0823524133885,39.4399655665709,"2A"
301021013,87.6027489463539,64.3910204621912,99.3751646083082,39.5040291331079,31.858565897168,43.4085670055791,"2A"
301021550,121.440388484359,82.6197865862533,124.015608046017,83.8723949745785,55.3505438735049,100.565249667079,"3B"
301021551,112.613659396786,69.3791191091136,121.141144727893,60.2090871826697,41.7513324469846,68.5442374683989,"2B"
301031014,48.0263814111113,33.2238159679018,72.1301966668659,35.5693034239604,24.263395828827,53.9233645554053,"1A"
301031015,48.2160790130469,45.8024707968519,50.2966804945827,30.8283091237593,29.1031398326968,32.1443824295764,"1A"
301031016,42.5272511263693,37.1608397351426,46.1085214891039,27.4708515947017,24.439283290438,29.3745495724501,"1A"
301031017,21.702777045555,19.1789267719673,30.8616453894218,17.3063046476162,16.3373953484365,23.506699849932,"1A"
301031018,31.5734937087516,24.5332675906968,38.2286053833366,21.3606771688944,18.1894444307756,25.3267799532763,"1A"
301031019,37.7384293759348,34.7088233332918,42.8083247563312,24.2520214245725,22.5754742854959,26.8005495504333,"1A"
301031020,43.0851746120553,38.9058391130328,47.5388856181838,29.2709784048731,27.2065266598316,31.2815441812224,"1A"
301031021,37.1607430166828,28.1104456554364,41.7247720827042,25.6283428160485,21.4043328032516,27.9408003453213,"1A"
302011022,31.6090666701674,27.1494793013979,37.3157159164246,25.6420167787118,23.1962865489684,29.5078811235626,"1A"
302011023,23.2511270628775,20.4127247225752,28.1130420178227,20.1759169979239,18.8604760269785,23.4341226197367,"1A"
302011024,24.6937320862851,22.5197865293316,26.5751807756822,21.7178971746555,20.3739768569385,22.8161817440351,"1A"
302011025,15.5289698720342,13.2344116139437,19.1569486021824,15.7836269070534,14.603694049648,17.6444051291252,"1A"
302011026,18.774343453384,16.2523487014742,21.6963547523117,17.7299243831052,16.278108654372,19.1364754828816,"1A"
302021027,20.580532225873,18.5252758714773,22.9753725377932,19.45135679009,18.2021493438559,20.8431340026549,"1A"
302021028,16.1975903956029,14.9555756145553,18.0748316726639,17.2739303100742,16.4702697798012,18.1796283467343,"1A"
302021029,16.9517510666218,15.1205947902795,18.6151642545847,17.1369620815256,16.343453913991,18.2384806867638,"1A"
302021030,20.1481995365375,18.6119116197551,22.6497469257792,19.5568669765644,18.5970254854725,21.0665459947148,"1A"
302021031,11.022101946212,7.22092174042035,14.2043997903743,14.2295107033901,12.2675130406986,16.0585964217804,"1A"
302021032,11.332826788162,8.83809579101376,13.7187258717677,14.0707076132396,12.9384285721715,15.0549930217211,"1A"
302021033,14.1059401509063,11.9380848671506,15.9527285865087,15.6201932213112,14.6577495508297,16.3826860169962,"1A"
302021034,16.5570922651536,13.4596220095592,18.8658796077784,17.5125278449968,15.7423738166378,18.8516646250008,"1A"
302031035,26.9691671651584,24.3604950127344,31.9918560496102,23.6635420539363,22.0581684774764,26.7256055611466,"1A"
302031036,31.7596861243897,17.408005573131,43.798557654211,25.5714826383931,16.8041819255126,33.3614667366843,"1A"
302031037,19.1616431122236,14.1399578770574,28.7176687702387,17.2821442777067,14.8417122800794,22.8298771434215,"1A"
302031038,20.549676706464,18.3774941512671,23.8452755508357,19.7316552113933,18.4697327883044,21.7847714696632,"1A"
302031039,25.8689301422384,23.0711470727693,34.3948256267659,22.7656324906444,21.1091836059067,28.1756104965547,"1A"
302031040,16.1167215637251,13.833639650141,19.0165386702333,17.1528970627398,15.9510681099068,18.6386283990795,"1A"
302041041,30.2373591668783,28.1716801459789,33.6427057340306,25.1924068583927,23.9607489607357,27.264206696649,"1A"
302041042,35.6951975181602,33.5501983563937,38.787997721513,28.83609349535,27.4100528073814,30.6368407738455,"1A"
302041043,30.9137232904232,29.7107009147332,32.5434063302318,25.960356764053,25.1894620829759,26.9800421264231,"1A"
302041044,33.9316206886953,32.4982014417604,35.015993583072,27.8890799540862,26.7990103876867,28.5000015359855,"1A"
302041045,26.3745225289829,24.3791558846689,29.1590072154684,23.0171446534498,21.8325854466758,24.7884217997574,"1A"
302041046,23.2431453145085,21.2984099220049,24.9817820068866,21.2528261384459,20.0125586836698,22.3938408925502,"1A"
303011047,18.1396204690358,15.1088979401806,20.2474786168025,14.0704024762293,12.7090495647448,14.8268075269298,"1A"
303011048,18.2984444956457,16.7743558111201,25.0367046482356,15.5390781424678,14.5082559806541,17.916408381126,"1A"
303011049,21.1264306454493,19.2933976967443,27.8022660594949,15.9489258473321,15.0696545798381,18.8580613352261,"1A"
303011050,21.8786393566301,20.6215987130719,23.5251139463136,15.6284040470053,14.7310920262084,16.3649089156837,"1A"
303011051,27.1689720917661,23.7984107008369,30.0812336949571,17.8377173251376,16.507665953885,19.3162879592466,"1A"
303021052,15.3679897375368,13.4644615714096,16.9825431475813,11.7803883151985,11.0677422986356,12.3783571627281,"1A"
303021053,15.5257617713246,12.7422729719235,19.4493606486903,12.4223914215461,11.2366829780402,13.9969892943528,"1A"
303021054,13.6827198622568,11.7212157040447,14.9398838591737,11.1164785670004,10.3814151872224,11.5900032097549,"1A"
303021055,15.5145891581809,13.6892250508557,16.9790234796469,12.0188985285349,11.3878716988183,12.635506161954,"1A"
