"SA1_CODE21","value"
"30102100915",48.813607037917
"30102100916",48.5032664839647
"30102100917",46.8889782291665
"30102100920",47.1735881313821
"30102100921",47.5973129251987
"30102100922",48.5948912031508
"30102100923",49.0783994928593
"30102100924",47.9100190767045
"30102100925",46.7730204111264
"30102100926",46.3164171730882
"30102100927",49.254354230811
"30102100929",46.0246364790797
"30102100930",45.3442583046037
"30102100931",47.1716845458196
"30102100932",45.9327722841848
"30102100933",46.577139855015
"30102100934",45.8102594011435
"30102100936",47.852308776692
"30102100937",45.3457675576056
"30102100938",37.090983937659
"30102100939",44.8868988095382
"30102100940",47.7217849041427
"30102100941",46.021380927481
"30102100942",48.4639003039183
"30102100943",46.4909908113096
"30102100944",47.0584515247356
"30102100945",41.6795062062174
"30102100946",42.2647796136865
"30102101101",35.9223806794637
"30102101102",37.4914881515879
"30102101103",32.5784227648743
"30102101105",34.4710637073371
"30102101106",33.8016095803221
"30102101107",31.874413755052
"30102101108",31.2605149640408
"30102101109",33.3257667305409
"30102101110",37.2515196782825
"30102101112",36.3499895338189
"30102101114",35.058938689038
"30102101115",35.6909087139447
"30102101116",35.1702781363194
"30102101117",36.6255230879925
"30102101118",35.1826671653675
"30102101119",35.5112470698986
"30102101120",35.5827305073165
"30102101121",37.6567848800084
"30102101202",38.5352056779902
"30102101204",41.126120926989
"30102101206",44.4483949668366
"30102101208",45.7178687238077
"30102101209",44.5877163078864
"30102101210",43.4627687183096
"30102101211",44.2683062722006
"30102101212",44.3627611320953
"30102101213",42.3735484143652
"30102101214",41.4451557209729
"30102101215",41.6218346316634
"30102101216",42.0011859833752
"30102101217",43.8712281975415
"30102101218",42.7416305312822
"30102101219",42.587863566369
"30102101220",43.5970198141044
"30102101221",43.0838392466313
"30102101222",41.2714329258509
"30102101223",42.5912054089582
"30102101224",43.0262425906284
"30102101227",43.072257322406
"30102101228",42.2193626469572
"30102101229",43.1998613637152
"30102101230",45.4405493053516
"30102101231",45.8499542782904
"30102101232",44.9777957977125
"30102101233",46.0140810126337
"30102101234",41.612253391635
"30102101235",44.1117820293786
"30102101236",45.4510803654596
"30102101239",39.8725309508649
"30102101240",43.7939659852578
"30102101241",39.7580278481001
"30102101242",45.0334128799615
"30102101243",46.5525387651462
"30102101244",45.6979536780527
"30102101245",44.1410005163472
"30102101246",44.8009875817937
"30102101247",43.3911240904943
"30102101248",43.6436861617416
"30102101249",40.7772302962496
"30102101250",44.7592964171192
"30102101251",40.1589477222564
"30102101252",40.6847829954162
"30102101301",45.1022943402857
"30102101302",45.4905763801122
"30102101303",43.4332208588736
"30102101304",43.0375878863981
"30102101305",44.3357321845913
"30102101306",41.5526197193437
"30102101307",48.2582513084802
"30102101308",47.8565750518084
"30102101309",49.2064930862883
"30102101310",50.1169954296794
"30102101311",49.3866037461693
"30102101312",49.5009865518438
"30102101313",49.7648565469294
"30102101314",50.2201747218683
"30102101315",49.0457971475639
"30102101316",48.364811796462
"30102101318",42.5539822315791
"30102101319",48.8728938274196
"30102101320",48.518747183958
"30102101321",49.9106973869302
"30102101322",42.2505568401998
"30102101323",48.6246232883753
"30102101324",47.3856698145501
"30102101325",48.8537250494867
"30102101326",47.8610019418934
"30102101327",46.6834240098632
"30102101329",47.3810068781567
"30102101330",48.319631440506
"30102101331",46.4996489965163
"30102101332",45.2233139860806
"30102101333",46.7586225703861
"30102101334",45.9808098841038
"30102101335",51.0088054508238
"30102101336",44.2398988780662
"30102101337",45.8404161068044
"30102101338",47.2957560424091
"30102101339",45.284923867088
"30102155001",98.1628289100954
"30102155002",80.8425355362459
"30102155003",81.799733580037
"30102155004",97.6267483034303
"30102155005",93.0321416987518
"30102155006",98.2340514405045
"30102155007",80.1784206401593
"30102155008",83.287973892453
"30102155101",66.1632900354994
"30102155102",53.6406964892614
"30102155103",70.6422056654615
"30102155104",64.7222458649019
"30102155105",65.8094599153012
"30102155106",62.8082789218346
"30102155107",64.7798368065072
"30102155108",65.7302020273697
"30102155109",63.1368784638687
"30102155110",66.3582554608831
"30102155111",62.895746779044
"30102155112",53.9292309166362
"30102155113",63.6633374934789
"30102155114",64.6428337980789
"30102155115",55.7947804037171
"30102155116",68.3380401947596
"30102155117",65.6911450336107
"30102155118",54.3637254410249
"30102155119",55.877212554817
"30102155120",69.1478654816715
"30102155121",67.3505714364231
"30102155122",63.1646088505856
"30102155123",63.8948049352405
"30102155124",60.9403864143525
"30102155125",67.335531980822
"30102155126",65.4001131491063
"30103101401",33.3995692934061
"30103101402",49.2079177601377
"30103101501",34.8567689900499
"30103101502",34.1579553363652
"30103101503",33.8298505363475
"30103101504",34.7401812083864
"30103101505",35.1938765341914
"30103101506",35.3025032281924
"30103101507",34.4266050676821
"30103101508",35.3638087389083
"30103101509",35.7799574609402
"30103101510",35.2554356257831
"30103101511",36.0734905864257
"30103101512",35.4563624641182
"30103101513",34.7845535798612
"30103101514",35.4736918356048
"30103101515",33.9038613994037
"30103101516",33.8647219311632
"30103101517",34.6491642446771
"30103101518",35.9016033967757
"30103101519",35.4679922137531
"30103101601",28.7974838302547
"30103101602",29.6395178320327
"30103101603",30.0003429192565
"30103101604",30.5300344589032
"30103101605",32.335523585286
"30103101606",30.5458484439524
"30103101607",31.5981584164164
"30103101608",31.0115214268519
"30103101609",31.2720633313394
"30103101610",32.1998028619195
"30103101611",33.0624408265206
"30103101612",33.7676747413524
"30103101613",32.4258371299895
"30103101614",30.8110162728844
"30103101615",31.2925634223161
"30103101616",32.0103425783026
"30103101617",31.1888830255152
"30103101618",31.8895030576271
"30103101619",32.7040492755617
"30103101620",32.8576305895999
"30103101621",32.198609399478
"30103101622",33.2779604758657
"30103101623",33.4151323233626
"30103101624",31.481846268864
"30103101701",22.4660117264402
"30103101702",19.6886046950757
"30103101703",19.3384158279756
"30103101704",19.3412436407481
"30103101705",19.0609970139477
"30103101706",19.9948902204984
"30103101708",21.1724137695718
"30103101709",20.8823997666485
"30103101710",20.7750080897681
"30103101711",20.2335542911547
"30103101712",20.2755083536049
"30103101713",19.7811791325602
"30103101714",20.0439191285266
"30103101801",24.6383400110144
"30103101802",23.7739082244001
"30103101803",24.0327931726648
"30103101804",22.1361756622388
"30103101805",23.2105722755737
"30103101806",24.2960153358468
"30103101807",25.4923742285071
"30103101808",25.4051073624109
"30103101809",24.812248853995
"30103101810",24.5602851481627
"30103101811",25.4443118903317
"30103101812",26.1267017039696
"30103101813",26.1810169620275
"30103101814",26.2998975722547
"30103101815",27.1738954942057
"30103101816",27.475186721217
"30103101817",27.4307660608022
"30103101818",26.840689946656
"30103101819",26.903097241272
"30103101820",27.6637645341013
"30103101821",28.1040454147575
"30103101822",24.8715394043796
"30103101823",21.6163586367169
"30103101824",26.2356101186255
"30103101904",28.8236854513376
"30103101905",28.5951214661214
"30103101906",27.8244760018919
"30103101908",27.5482049990865
"30103101909",26.9386203702326
"30103101910",27.3595999003644
"30103101912",27.1437799317598
"30103101913",30.6460986679638
"30103101914",30.4859453458649
"30103101915",28.3703920567465
"30103101916",29.0835489456475
"30103101917",28.2369521529771
"30103101918",29.6019866925392
"30103101919",30.0909018468329
"30103101920",29.7872245257385
"30103101921",27.96927498952
"30103101922",29.4513040187797
"30103101923",27.9907082967096
"30103101924",30.0290560695468
"30103101925",29.5998802044813
"30103102001",34.0505862736581
"30103102002",34.5764210745057
"30103102003",35.1751387135204
"30103102004",34.3746656634306
"30103102007",32.9347203969719
"30103102008",33.4026962284174
"30103102009",32.3721285034492
"30103102011",32.7507201340948
"30103102012",32.5745853455576
"30103102013",31.7299293086613
"30103102014",32.0010345693084
"30103102015",31.6640324228449
"30103102016",31.6959852705099
"30103102017",30.7098397869077
"30103102018",34.1141821037156
"30103102019",33.3590838147745
"30103102020",33.7893600525762
"30103102021",32.5456225152084
"30103102023",32.7242480024797
"30103102024",31.2125110554208
"30103102025",31.6871348759848
"30103102026",32.3172275494107
"30103102027",33.4218464546226
"30103102028",33.4878988419176
"30103102029",33.9861701204869
"30103102030",31.7659681226957
"30103102031",33.7165732887901
"30103102032",32.8299890599289
"30103102033",33.3275751204939
"30103102034",32.9985184757649
"30103102035",32.3369195984297
"30103102036",34.2455317341388
"30103102037",33.4118066749954
"30103102038",34.0782070510022
"30103102101",30.8420222387241
"30103102102",30.7565346536468
"30103102103",30.2707888208761
"30103102104",29.2025135258945
"30103102105",29.5385262929478
"30103102106",28.9864890593421
"30103102107",30.020101822697
"30103102108",30.0011959664537
"30103102109",28.6354999688627
"30103102110",29.2066353060699
"30103102111",29.3692447705497
"30103102112",26.4728449948818
"30103102113",29.7813962609239
"30103102114",28.9879768255565
"30103102115",30.7420606446727
"30103102116",29.9287328657696
"30103102117",30.2995780065974
"30103102118",29.132309187757
"30103102119",30.0021837496582
"30103102120",29.9545765864928
"30103102121",29.5018746243942
"30103102122",29.8855672453931
"30103102124",28.7511464813375
"30103102125",25.1961059776311
"30103102126",25.5148144226515
"30103102127",26.454119882132
"30103102128",27.4817223541477
"30103102129",27.492619093728
"30103102130",31.8000128376225
"30103102131",30.7551074906158
"30103102132",31.2336062832592
"30103102133",31.3462840895869
"30103102134",30.1871455736289
"30103102135",24.6187474594287
"30103102136",24.9263777576212
"30103102137",25.093930098601
"30103102138",28.2138222586479
"30103102139",29.5177599129621
"30103102140",29.0964205793827
"30201102201",28.8616473482064
"30201102202",30.2295028829332
"30201102205",27.1358865150198
"30201102206",27.7696193769417
"30201102207",27.8398820996829
"30201102208",27.7529440096079
"30201102209",28.0319039760408
"30201102210",28.2388795514077
"30201102212",28.5593365683591
"30201102213",28.8011938958535
"30201102214",28.7182343535109
"30201102215",29.250210146957
"30201102217",28.9588801823343
"30201102219",30.1602539610299
"30201102220",28.7591151154771
"30201102221",28.0950980316525
"30201102222",26.7417842256824
"30201102223",26.8269374022556
"30201102224",29.3743235283129
"30201102225",25.9234822198295
"30201102226",28.954558821171
"30201102227",25.9413084177922
"30201102228",26.4773303491913
"30201102229",29.1935245483214
"30201102230",29.1396525311993
"30201102301",22.761177656496
"30201102302",22.2836878682618
"30201102303",21.7968286475342
"30201102304",23.3566372942956
"30201102305",22.2528749880285
"30201102306",22.5511555471837
"30201102307",21.9630188381025
"30201102308",22.445958180575
"30201102309",25.1672107594784
"30201102310",23.0445889933704
"30201102311",22.2350392429819
"30201102312",21.8376345830641
"30201102314",21.4590689722215
"30201102315",25.9972019986361
"30201102317",23.9723630417295
"30201102318",24.4090414672139
"30201102320",25.2284682688542
"30201102321",22.8872705644561
"30201102322",22.8861140537657
"30201102323",23.6165145809955
"30201102324",25.7414922543798
"30201102325",23.7438668806293
"30201102326",23.1019894818694
"30201102327",23.7084246861172
"30201102328",25.1097895706904
"30201102401",24.6301234277456
"30201102406",25.070533049879
"30201102407",24.2194287294683
"30201102409",23.8053891409572
"30201102410",24.3976185314701
"30201102411",24.2285024803249
"30201102412",23.4919549588111
"30201102413",23.8730058027733
"30201102414",24.121587721448
"30201102415",24.3687004442041
"30201102416",24.0759610039194
"30201102417",23.7994409658261
"30201102418",23.130533222371
"30201102419",24.8206032515919
"30201102420",24.9891635269656
"30201102422",25.5548163978375
"30201102424",23.1103559297639
"30201102425",25.4989932589632
"30201102426",25.2006878774799
"30201102427",25.4594695106513
"30201102428",25.3713718152907
"30201102429",24.9528045408334
"30201102430",25.2269667663721
"30201102431",24.9464237634553
"30201102432",24.7036089705609
"30201102501",18.3729437145916
"30201102502",18.6703734073936
"30201102503",18.7536581751613
"30201102504",19.2017629225999
"30201102505",18.9288667969187
"30201102506",18.2798727076029
"30201102507",17.0740513208358
"30201102508",17.3116870751314
"30201102509",17.5927553161889
"30201102510",17.3077734448487
"30201102511",18.0468719172476
"30201102512",17.6140489762562
"30201102513",18.0507158199564
"30201102514",18.1885953210843
"30201102515",17.9640844023717
"30201102516",16.8493011651991
"30201102517",17.7847253345461
"30201102518",20.0129230911562
"30201102519",19.519554781774
"30201102601",20.7735351747609
"30201102602",21.731653890835
"30201102603",21.9950325524326
"30201102604",21.6101287666376
"30201102605",19.586505483166
"30201102606",18.6430375206522
"30201102607",19.3553220277622
"30201102608",19.1364382302911
"30201102609",19.7475758347217
"30201102610",21.1569906034003
"30201102611",20.8078423610936
"30201102612",20.2859277438311
"30201102613",19.6271790046554
"30201102614",19.8890917339604
"30201102615",20.0405151804247
"30201102616",20.328607399328
"30201102617",21.1617958814459
"30201102618",21.3631593241561
"30202102701",21.176669956433
"30202102702",22.3741168691053
"30202102704",21.8535636889125
"30202102705",21.7278730546656
"30202102706",21.8634411760494
"30202102708",23.0712999211074
"30202102709",22.959929357473
"30202102710",22.8752097404039
"30202102711",22.3860442127357
"30202102712",22.4138755094694
"30202102713",22.0486081670905
"30202102714",21.7160473075612
"30202102715",20.8874419845322
"30202102716",21.1908678168519
"30202102717",21.2974086581895
"30202102718",20.8735803448474
"30202102720",20.8087084488959
"30202102721",21.8958443647001
"30202102722",21.3059672243023
"30202102723",21.2943732369371
"30202102724",21.7063460161056
"30202102725",21.3661285898332
"30202102726",21.5030562670164
"30202102727",22.0491398392372
"30202102728",21.8905552546998
"30202102729",21.885584700555
"30202102730",20.9192677724244
"30202102731",21.3144688054377
"30202102732",20.8814959541679
"30202102733",21.3613344407397
"30202102734",22.3248095660978
"30202102735",22.6936922330244
"30202102736",22.4311264059773
"30202102737",22.5621633935244
"30202102738",22.0259275701022
"30202102739",22.5564181737547
"30202102740",22.9606687301772
"30202102802",19.8388756518005
"30202102803",19.9311511582181
"30202102804",20.3644557928309
"30202102806",19.9872532878005
"30202102807",18.8294120585939
"30202102808",18.5101462237536
"30202102809",18.5271403190939
"30202102810",18.4807370617903
"30202102811",18.523104888407
"30202102812",18.7639753505867
"30202102814",19.8439361529611
"30202102815",19.9910206161404
"30202102817",19.199854758332
"30202102818",19.215004575349
"30202102819",18.4311258927778
"30202102820",20.0371876934905
"30202102821",19.4109304080204
"30202102822",20.3487165565302
"30202102823",19.5260663099856
"30202102824",19.4384791988954
"30202102825",19.8078919028056
"30202102826",19.1975251658494
"30202102827",19.1450325578909
"30202102828",18.9828838005586
"30202102829",19.2428676924795
"30202102830",19.2471015155602
"30202102831",18.9904959376338
"30202102832",19.1136364270784
"30202102901",20.4278619478108
"30202102902",18.8178934012595
"30202102903",19.4102918825034
"30202102904",19.2991463886246
"30202102905",19.1535946833266
"30202102906",18.5333802228338
"30202102907",18.419597908281
"30202102908",18.5854923290966
"30202102909",19.7487539830246
"30202102910",20.0899921414122
"30202102911",20.4353898895566
"30202102912",20.2562105024858
"30202102913",19.1950961858694
"30202102914",19.6766708026065
"30202102915",19.8277567398314
"30202102916",19.2280575181824
"30202102917",20.3485640624518
"30202103001",21.8635884103251
"30202103002",21.6451016214913
"30202103003",21.5194863524604
"30202103004",21.2801102006678
"30202103005",21.1654162920573
"30202103006",20.954933419875
"30202103007",22.8722732105507
"30202103008",22.0449036243377
"30202103009",21.6204924922069
"30202103010",22.2139937991808
"30202103011",22.2815892380783
"30202103101",14.2858653148977
"30202103102",15.0322851280512
"30202103103",14.7753936138982
"30202103104",17.1258674304786
"30202103105",17.5195547670622
"30202103106",17.7183141000289
"30202103107",17.9735331977094
"30202103108",17.3893902745468
"30202103109",16.8843056556531
"30202103110",16.3302696123798
"30202103111",16.9294011525782
"30202103112",16.3699163596489
"30202103113",15.4763184436009
"30202103114",15.8970729232166
"30202103115",17.0273633800272
"30202103116",16.5142423972462
"30202103117",16.7453634228706
"30202103118",16.4038232010241
"30202103119",16.0302826580045
"30202103120",16.1308006968013
"30202103121",15.803668245427
"30202103122",15.4533535602527
"30202103123",15.3930300091154
"30202103124",15.4210041298667
"30202103125",14.9808798511547
"30202103126",14.9656006159497
"30202103127",14.9722482806727
"30202103128",14.471566928169
"30202103129",13.8554951851338
"30202103130",13.8837762426917
"30202103131",14.2256739524345
"30202103132",17.8852160656974
"30202103202",15.494006729858
"30202103204",16.0466369132537
"30202103205",16.220171564465
"30202103206",15.3635690434907
"30202103208",16.9138088479752
"30202103209",15.5863348240548
"30202103210",16.2749197710907
"30202103211",16.5024944852215
"30202103212",15.7342319428121
"30202103213",16.0020024997862
"30202103214",16.4875205701293
"30202103215",16.5388469786743
"30202103216",17.1659271755525
"30202103217",16.7445689087895
"30202103218",15.9793648852784
"30202103219",15.1521232449751
"30202103220",14.6411943780391
"30202103221",14.9272149087188
"30202103222",15.7353546343638
"30202103223",14.6530511917462
"30202103224",15.5808148617231
"30202103225",15.5081638290451
"30202103301",17.8439638374213
"30202103302",17.5179613404719
"30202103303",17.5613348805119
"30202103304",17.179801671668
"30202103305",16.7405359546084
"30202103306",16.5359023855295
"30202103307",18.0675107584683
"30202103308",18.2825063057045
"30202103309",17.862126630891
"30202103310",17.8635153529079
"30202103311",17.7029261342833
"30202103312",17.1866636747952
"30202103313",17.1496470135005
"30202103314",16.8636226792841
"30202103315",18.7162984904605
"30202103316",18.2093925887292
"30202103401",19.44437762157
"30202103402",19.0539882299217
"30202103403",20.8647812664557
"30202103404",20.8557921757829
"30202103405",20.480916652255
"30202103406",19.5060327297994
"30202103407",19.8919879935569
"30202103408",19.6064795421497
"30202103409",19.2758022699884
"30202103410",19.495581412968
"30202103411",19.0527289517638
"30202103412",18.6136781725637
"30202103413",18.2310206858235
"30202103414",18.6940074819103
"30202103415",18.5801319438137
"30202103416",18.0395403559234
"30202103417",17.5915892729689
"30202103418",18.0998908616588
"30202103419",17.6679467522537
"30202103420",20.3338131800405
"30202103421",20.1686124813104
"30202103422",20.0802814911977
"30202103423",20.0294975952159
"30203103501",26.6638834963536
"30203103502",26.8874253480219
"30203103503",26.6341531318328
"30203103504",25.9984578574861
"30203103505",25.4293018327036
"30203103506",26.3901925718166
"30203103507",26.3926977927388
"30203103508",25.9945396467672
"30203103509",26.3161859626502
"30203103510",26.0655152013394
"30203103511",25.7675022113058
"30203103512",24.7265719105877
"30203103513",24.4497570561872
"30203103514",24.4210311025341
"30203103515",24.9308208281277
"30203103516",24.725790078101
"30203103517",25.0832052936569
"30203103518",26.1705393002525
"30203103519",25.7145395576063
"30203103520",25.4020073699799
"30203103521",28.1689902161735
"30203103522",25.4886854028964
"30203103603",25.613281896239
"30203103701",25.104227676789
"30203103705",18.5100666276079
"30203103706",18.7482782393357
"30203103707",18.7826747158725
"30203103708",19.4279982220446
"30203103801",22.2356649231623
"30203103802",21.1957658007032
"30203103803",20.6044765544509
"30203103804",20.8078609996683
"30203103805",21.3886091152409
"30203103806",21.2191950621415
"30203103807",20.6896358919901
"30203103808",20.8812414702437
"30203103809",22.0157543578479
"30203103810",21.8855463349178
"30203103811",22.2869378633785
"30203103812",21.8132474166821
"30203103813",22.6460430565944
"30203103814",22.7384866539875
"30203103815",22.868426820689
"30203103816",20.7358236740172
"30203103901",23.2130856119463
"30203103902",26.6529372471576
"30203103903",24.6833009389335
"30203103904",23.7337853692749
"30203103905",24.2557639817393
"30203103906",24.7353653481306
"30203103908",23.9085197230556
"30203103909",24.6681904436608
"30203103910",28.7391821528574
"30203103911",23.3620813444202
"30203103912",25.0823910074066
"30203103915",26.3525240554998
"30203103916",25.7515099446496
"30203103917",24.5484864127782
"30203103918",23.4749794499486
"30203103919",24.0065813145604
"30203103920",24.2939558272658
"30203103921",24.8779544302308
"30203103922",25.3441470958481
"30203103923",25.8668821058492
"30203103924",24.3206647198531
"30203103926",30.3645371501269
"30203103927",24.5519107131647
"30203103929",26.5849541780246
"30203103930",27.0085924259441
"30203103931",26.917660421998
"30203103932",30.371514085993
"30203103933",27.0384680703411
"30203104001",18.6442888400425
"30203104002",20.5002903871205
"30203104003",20.1006998230267
"30203104004",20.084706829785
"30203104007",20.2179754229076
"30203104008",19.97602084682
"30203104009",19.6120203179872
"30203104010",18.7368775214832
"30203104011",19.08342482656
"30203104012",18.3705808093526
"30203104013",17.9214457362959
"30203104016",19.613417110695
"30203104017",18.7269288539602
"30203104018",17.8572583907629
"30203104019",17.9608117299816
"30203104020",18.2732004391158
"30203104021",18.7726974815807
"30203104022",18.5957616849499
"30203104024",19.5619563798485
"30203104025",20.1654838788597
"30203104026",19.2091581339365
"30203104027",18.8813685777556
"30203104028",20.5651541275782
"30203104029",19.7082911196453
"30203104030",19.1455896634119
"30203104031",18.8759759857004
"30203104032",18.6667301436281
"30203104033",19.2167014698101
"30203104034",18.1819294974645
"30204104101",28.5025499618149
"30204104102",28.0485536686068
"30204104103",27.4799930605521
"30204104104",28.1556742796633
"30204104105",27.7179221315215
"30204104106",27.6305001731271
"30204104107",27.4658032666704
"30204104108",27.7133884092997
"30204104109",28.2473043463449
"30204104110",28.5330623260869
"30204104111",27.6316837341977
"30204104112",28.5790190412861
"30204104113",28.5676550543366
"30204104114",27.2193917505084
"30204104115",27.0420424449134
"30204104117",27.1750421138134
"30204104118",26.7763505013152
"30204104119",26.7883841947483
"30204104120",28.2745841940817
"30204104121",27.2077135083287
"30204104122",27.0388241788555
"30204104123",27.0610888089807
"30204104124",27.1880797701448
