"SA2_CODE16","value","min","max"
"301011001",32.2990114506987,30.2830134636215,35.940327686214
"301011002",22.9551108665725,19.2981134492676,29.4834849978851
"301011003",33.1417644725429,28.9976320813837,36.1424746835967
"301011004",28.7274223998,26.172984651629,31.2363880981937
"301011005",32.0186532115079,30.0154812166348,33.0735650864815
"301011006",36.936096490242,34.906510541233,41.1733151937093
"301021007",38.3988545692125,34.9080115094557,45.097927834292
"301021008",38.8709242930022,36.5168585957936,40.8822630050784
"301021009",42.4638368126678,33.3916713034267,46.6914166870566
"301021011",29.8179111725429,25.7348600328263,33.3850724178715
"301021012",35.8026024843062,31.2560232943938,38.9174969667908
"301021013",40.3827004548998,34.4487585576055,43.5508963572547
"301021527",84.3840176591823,44.0328471609229,101.557592639549
"301031014",35.5316875131859,23.6303430613298,55.1428057043438
"301031015",30.6112515679827,29.0863899833117,31.9851272162483
"301031016",27.4182690490705,24.3350518200976,29.0864022180064
"301031017",16.4402464419489,15.2533986953326,22.7102425648779
"301031018",21.2727984903242,17.7652446518329,25.1271067462042
"301031019",24.2460258178481,22.6572938380298,26.7907116072156
"301031020",28.9984181708616,26.7635880264206,30.9739610497902
"301031021",25.256967126134,20.4356963651051,27.6702133434171
"302011022",26.4694863388913,23.1698223652451,30.6661683771051
"302011023",19.6876059807078,18.051108261945,23.56661017454
"302011024",21.3024220621944,19.6914631296665,22.6223862315712
"302011025",14.383364911035,12.9513905668341,16.6663803190601
"302011026",16.5055575299764,14.9140330536941,18.4534838620357
"302021027",18.4390888025864,17.1269569103451,20.0303194476248
"302021028",15.5552337469271,14.6947245135625,16.859604686949
"302021029",15.7978179850859,14.7210967320461,16.9646668540547
"302021030",18.3136188763244,17.2660109658166,20.0280212816523
"302021031",12.0164085460741,9.57682447393336,14.1889022048831
"302021032",12.0957370785899,10.4485451207913,13.3554738906189
"302021033",13.9749576520136,12.5847412055332,14.8675919191126
"302021034",15.7836856858187,13.7245874958472,17.4024054346507
"302031035",23.0223524486875,21.2813266551246,26.7364082535646
"302031036",25.2914412031787,15.1471952862559,33.3308397162384
"302031037",15.7285932068772,13.0140522577376,21.8810162870914
"302031038",18.336526389922,16.8313247796619,20.8031434929813
"302031039",21.6829724615798,19.7618628471473,27.9656636425929
"302031040",15.2970972759863,13.8907102510071,16.8290870968794
"302041041",25.3618685728082,23.9337336583528,27.9560049694792
"302041042",29.5148476477764,27.9227904401212,31.8039352943081
